id,lat,lon,start,end,citation,EEZ
554,4.625711007802733,104.80746921023272,2021-05-25,2021-05-29,possible venting from flaring dataset,
555,4.625711007802733,104.80746921023272,2021-06-04,2021-07-08,possible venting from flaring dataset,
556,4.625711007802733,104.80746921023272,2021-07-19,2021-07-23,possible venting from flaring dataset,
557,4.625711007802733,104.80746921023272,2021-08-13,2021-08-17,possible venting from flaring dataset,
558,4.625711007802733,104.80746921023272,2021-08-28,2021-09-01,possible venting from flaring dataset,
559,4.625711007802733,104.80746921023272,2021-09-07,2021-09-16,possible venting from flaring dataset,
560,4.625711007802733,104.80746921023272,2021-10-07,2021-10-11,possible venting from flaring dataset,
561,4.625711007802733,104.80746921023272,2021-10-17,2021-10-21,possible venting from flaring dataset,
562,4.625711007802733,104.80746921023272,2021-10-27,2021-11-10,possible venting from flaring dataset,
563,4.625711007802733,104.80746921023272,2021-11-16,2021-11-25,possible venting from flaring dataset,
564,4.625711007802733,104.80746921023272,2021-12-21,2022-01-04,possible venting from flaring dataset,
565,4.625711007802733,104.80746921023272,2022-01-10,2022-01-14,possible venting from flaring dataset,
566,4.625711007802733,104.80746921023272,2022-03-01,2022-03-05,possible venting from flaring dataset,
567,4.625711007802733,104.80746921023272,2022-03-11,2022-03-30,possible venting from flaring dataset,
568,4.625711007802733,104.80746921023272,2022-04-10,2022-05-14,possible venting from flaring dataset,
569,4.625711007802733,104.80746921023272,2022-06-09,2022-06-18,possible venting from flaring dataset,
570,4.625711007802733,104.80746921023272,2022-06-29,2022-07-03,possible venting from flaring dataset,
571,4.625711007802733,104.80746921023272,2022-07-24,2022-07-28,possible venting from flaring dataset,
572,4.625711007802733,104.80746921023272,2022-08-08,2022-08-22,possible venting from flaring dataset,
573,4.625711007802733,104.80746921023272,2022-09-07,2022-09-11,possible venting from flaring dataset,
574,4.625711007802733,104.80746921023272,2022-09-17,2022-09-21,possible venting from flaring dataset,
575,4.625711007802733,104.80746921023272,2022-11-21,2022-11-30,possible venting from flaring dataset,
576,4.625711007802733,104.80746921023272,2022-12-06,2022-12-25,possible venting from flaring dataset,
577,4.625711007802733,104.80746921023272,2023-02-09,2023-02-13,possible venting from flaring dataset,
578,4.625711007802733,104.80746921023272,2023-02-19,2023-02-28,possible venting from flaring dataset,
579,4.625711007802733,104.80746921023272,2023-03-11,2023-03-25,possible venting from flaring dataset,
580,4.625711007802733,104.80746921023272,2023-04-10,2023-04-29,possible venting from flaring dataset,
581,4.625711007802733,104.80746921023272,2023-05-05,2023-05-19,possible venting from flaring dataset,
582,4.625711007802733,104.80746921023272,2023-06-09,2023-07-03,possible venting from flaring dataset,
583,4.625711007802733,104.80746921023272,2023-08-03,2023-08-12,possible venting from flaring dataset,
584,4.625711007802733,104.80746921023272,2023-08-23,2023-08-27,possible venting from flaring dataset,
585,4.625711007802733,104.80746921023272,2023-09-17,2023-09-21,possible venting from flaring dataset,
586,4.625711007802733,104.80746921023272,2023-10-22,2023-11-20,possible venting from flaring dataset,
587,4.625711007802733,104.80746921023272,2023-12-31,2024-01-19,possible venting from flaring dataset,
588,4.625711007802733,104.80746921023272,2024-01-30,2024-02-28,possible venting from flaring dataset,
589,4.625711007802733,104.80746921023272,2024-03-05,2024-03-19,possible venting from flaring dataset,
590,4.625711007802733,104.80746921023272,2024-03-25,2024-04-08,possible venting from flaring dataset,
591,4.625711007802733,104.80746921023272,2024-04-14,2024-04-18,possible venting from flaring dataset,
592,4.625711007802733,104.80746921023272,2024-04-24,2024-05-13,possible venting from flaring dataset,
593,4.625711007802733,104.80746921023272,2024-05-19,2024-06-02,possible venting from flaring dataset,
594,4.625711007802733,104.80746921023272,2024-08-02,2024-08-26,possible venting from flaring dataset,
595,4.625711007802733,104.80746921023272,2024-09-01,2024-09-05,possible venting from flaring dataset,
596,4.625711007802733,104.80746921023272,2024-09-11,2024-09-15,possible venting from flaring dataset,
597,4.625711007802733,104.80746921023272,2024-10-21,2024-10-30,possible venting from flaring dataset,
598,4.625711007802733,104.80746921023272,2025-02-03,2025-02-27,possible venting from flaring dataset,
599,4.625711007802733,104.80746921023272,2025-03-05,2025-03-09,possible venting from flaring dataset,
600,4.625711007802733,104.80746921023272,2025-03-25,2025-04-03,possible venting from flaring dataset,
601,4.625711007802733,104.80746921023272,2025-04-09,2025-04-23,possible venting from flaring dataset,
602,4.625711007802733,104.80746921023272,2025-04-29,2025-05-13,possible venting from flaring dataset,
603,4.625711007802733,104.80746921023272,2025-05-21,2025-05-28,possible venting from flaring dataset,
604,4.625711007802733,104.80746921023272,2025-06-10,2025-06-17,possible venting from flaring dataset,
605,4.625711007802733,104.80746921023272,2025-06-23,2025-06-27,possible venting from flaring dataset,
606,4.903849900565639,106.00254759980336,2021-06-11,2021-06-15,possible venting from flaring dataset,
607,4.956861476250047,106.09574090378734,2021-06-11,2021-06-15,possible venting from flaring dataset,
608,4.994378724901386,106.0434694987453,2020-02-12,2020-02-16,possible venting from flaring dataset,
609,4.994378724901386,106.0434694987453,2020-04-12,2020-04-16,possible venting from flaring dataset,
610,4.994378724901386,106.0434694987453,2020-06-16,2020-06-20,possible venting from flaring dataset,
611,4.994378724901386,106.0434694987453,2021-03-23,2021-04-01,possible venting from flaring dataset,
612,4.994378724901386,106.0434694987453,2021-04-07,2021-04-11,possible venting from flaring dataset,
613,4.994378724901386,106.0434694987453,2021-05-12,2021-05-16,possible venting from flaring dataset,
614,4.994378724901386,106.0434694987453,2021-10-09,2021-10-18,possible venting from flaring dataset,
615,4.994378724901386,106.0434694987453,2021-11-08,2021-11-17,possible venting from flaring dataset,
616,4.994378724901386,106.0434694987453,2022-04-02,2022-04-06,possible venting from flaring dataset,
617,4.994378724901386,106.0434694987453,2022-12-18,2022-12-22,possible venting from flaring dataset,
618,4.994378724901386,106.0434694987453,2023-03-18,2023-03-22,possible venting from flaring dataset,
619,4.994378724901386,106.0434694987453,2023-05-17,2023-05-21,possible venting from flaring dataset,
620,4.994378724901386,106.0434694987453,2023-06-21,2023-06-25,possible venting from flaring dataset,
621,4.994378724901386,106.0434694987453,2024-05-01,2024-05-05,possible venting from flaring dataset,
622,4.994378724901386,106.0434694987453,2024-05-16,2024-05-25,possible venting from flaring dataset,
623,4.994378724901386,106.0434694987453,2024-11-12,2024-11-16,possible venting from flaring dataset,
624,4.994378724901386,106.0434694987453,2025-02-10,2025-02-14,possible venting from flaring dataset,
625,4.9979768559684,105.20719641094682,2020-01-16,2020-01-20,possible venting from flaring dataset,
626,4.9979768559684,105.20719641094682,2020-02-20,2020-02-24,possible venting from flaring dataset,
627,4.9979768559684,105.20719641094682,2020-03-06,2020-03-10,possible venting from flaring dataset,
628,4.9979768559684,105.20719641094682,2020-03-16,2020-03-30,possible venting from flaring dataset,
629,4.9979768559684,105.20719641094682,2020-04-15,2020-04-24,possible venting from flaring dataset,
630,4.9979768559684,105.20719641094682,2020-05-15,2020-06-08,possible venting from flaring dataset,
631,4.9979768559684,105.20719641094682,2020-06-19,2020-06-23,possible venting from flaring dataset,
632,4.9979768559684,105.20719641094682,2020-08-08,2020-08-27,possible venting from flaring dataset,
633,4.9979768559684,105.20719641094682,2020-10-27,2020-10-31,possible venting from flaring dataset,
634,4.9979768559684,105.20719641094682,2020-11-16,2020-11-25,possible venting from flaring dataset,
635,4.9979768559684,105.20719641094682,2021-02-19,2021-02-23,possible venting from flaring dataset,
636,4.9979768559684,105.20719641094682,2021-04-05,2021-04-29,possible venting from flaring dataset,
637,4.9979768559684,105.20719641094682,2021-05-05,2021-05-19,possible venting from flaring dataset,
638,4.9979768559684,105.20719641094682,2021-05-25,2021-06-03,possible venting from flaring dataset,
639,4.9979768559684,105.20719641094682,2021-06-24,2021-06-28,possible venting from flaring dataset,
640,4.9979768559684,105.20719641094682,2021-11-01,2021-11-05,possible venting from flaring dataset,
641,4.9979768559684,105.20719641094682,2021-12-01,2021-12-05,possible venting from flaring dataset,
642,4.9979768559684,105.20719641094682,2022-01-25,2022-02-13,possible venting from flaring dataset,
643,4.9979768559684,105.20719641094682,2022-02-19,2022-02-23,possible venting from flaring dataset,
644,4.9979768559684,105.20719641094682,2022-03-06,2022-03-20,possible venting from flaring dataset,
645,4.9979768559684,105.20719641094682,2022-03-26,2022-03-30,possible venting from flaring dataset,
646,4.9979768559684,105.20719641094682,2022-04-10,2022-04-14,possible venting from flaring dataset,
647,4.9979768559684,105.20719641094682,2022-04-25,2022-05-09,possible venting from flaring dataset,
648,4.9979768559684,105.20719641094682,2022-05-15,2022-05-29,possible venting from flaring dataset,
649,4.9979768559684,105.20719641094682,2022-06-19,2022-06-23,possible venting from flaring dataset,
650,4.9979768559684,105.20719641094682,2022-06-29,2022-07-13,possible venting from flaring dataset,
651,4.9979768559684,105.20719641094682,2022-07-24,2022-07-28,possible venting from flaring dataset,
652,4.9979768559684,105.20719641094682,2022-08-08,2022-08-17,possible venting from flaring dataset,
653,4.9979768559684,105.20719641094682,2022-09-02,2022-09-06,possible venting from flaring dataset,
654,4.9979768559684,105.20719641094682,2022-11-06,2022-12-10,possible venting from flaring dataset,
655,4.9979768559684,105.20719641094682,2022-12-16,2022-12-20,possible venting from flaring dataset,
656,4.9979768559684,105.20719641094682,2023-02-09,2023-02-13,possible venting from flaring dataset,
657,4.9979768559684,105.20719641094682,2023-02-19,2023-02-23,possible venting from flaring dataset,
658,4.9979768559684,105.20719641094682,2023-03-11,2023-03-15,possible venting from flaring dataset,
659,4.9979768559684,105.20719641094682,2023-04-25,2023-05-04,possible venting from flaring dataset,
660,4.9979768559684,105.20719641094682,2023-06-09,2023-06-18,possible venting from flaring dataset,
661,4.9979768559684,105.20719641094682,2023-06-24,2023-07-08,possible venting from flaring dataset,
662,4.9979768559684,105.20719641094682,2023-07-24,2023-08-07,possible venting from flaring dataset,
663,4.9979768559684,105.20719641094682,2023-12-16,2023-12-25,possible venting from flaring dataset,
664,4.9979768559684,105.20719641094682,2024-01-30,2024-02-03,possible venting from flaring dataset,
665,4.9979768559684,105.20719641094682,2024-02-09,2024-02-23,possible venting from flaring dataset,
666,4.9979768559684,105.20719641094682,2024-03-10,2024-03-19,possible venting from flaring dataset,
667,4.9979768559684,105.20719641094682,2024-03-25,2024-04-03,possible venting from flaring dataset,
668,4.9979768559684,105.20719641094682,2024-04-09,2024-04-18,possible venting from flaring dataset,
669,4.9979768559684,105.20719641094682,2024-05-09,2024-06-02,possible venting from flaring dataset,
670,4.9979768559684,105.20719641094682,2024-06-28,2024-07-12,possible venting from flaring dataset,
671,4.9979768559684,105.20719641094682,2025-02-03,2025-02-22,possible venting from flaring dataset,
672,4.9979768559684,105.20719641094682,2025-05-01,2025-05-08,possible venting from flaring dataset,
673,4.9979768559684,105.20719641094682,2025-06-13,2025-06-17,possible venting from flaring dataset,
674,4.9979768559684,105.20719641094682,2025-06-23,2025-07-02,possible venting from flaring dataset,
675,4.998410324585714,105.2482436173353,2020-01-03,2020-01-05,possible venting from flaring dataset,
676,4.998410324585714,105.2482436173353,2020-01-08,2020-01-10,possible venting from flaring dataset,
677,4.998410324585714,105.2482436173353,2020-01-13,2020-01-15,possible venting from flaring dataset,
678,4.998410324585714,105.2482436173353,2020-01-18,2020-01-20,possible venting from flaring dataset,
679,4.998410324585714,105.2482436173353,2020-02-02,2020-02-04,possible venting from flaring dataset,
680,4.998410324585714,105.2482436173353,2020-02-07,2020-02-09,possible venting from flaring dataset,
681,4.998410324585714,105.2482436173353,2020-02-12,2020-02-14,possible venting from flaring dataset,
682,4.998410324585714,105.2482436173353,2020-02-22,2020-02-24,possible venting from flaring dataset,
683,4.998410324585714,105.2482436173353,2020-02-27,2020-02-29,possible venting from flaring dataset,
684,4.998410324585714,105.2482436173353,2020-03-23,2020-03-25,possible venting from flaring dataset,
685,4.998410324585714,105.2482436173353,2020-03-28,2020-03-30,possible venting from flaring dataset,
686,4.998410324585714,105.2482436173353,2020-04-07,2020-04-09,possible venting from flaring dataset,
687,4.998410324585714,105.2482436173353,2020-06-19,2020-06-23,possible venting from flaring dataset,
688,4.998410324585714,105.2482436173353,2020-07-06,2020-07-10,possible venting from flaring dataset,
689,4.998410324585714,105.2482436173353,2020-07-16,2020-07-20,possible venting from flaring dataset,
690,4.998410324585714,105.2482436173353,2020-12-26,2020-12-27,possible venting from flaring dataset,
691,4.998410324585714,105.2482436173353,2021-01-17,2021-01-19,possible venting from flaring dataset,
692,4.998410324585714,105.2482436173353,2021-03-06,2021-03-10,possible venting from flaring dataset,
693,4.998410324585714,105.2482436173353,2021-04-12,2021-04-14,possible venting from flaring dataset,
694,4.998410324585714,105.2482436173353,2021-04-17,2021-04-24,possible venting from flaring dataset,
695,4.998410324585714,105.2482436173353,2021-07-31,2021-08-02,possible venting from flaring dataset,
696,4.998410324585714,105.2482436173353,2021-08-08,2021-08-12,possible venting from flaring dataset,
697,4.998410324585714,105.2482436173353,2021-09-07,2021-09-11,possible venting from flaring dataset,
698,4.998410324585714,105.2482436173353,2021-09-19,2021-09-21,possible venting from flaring dataset,
699,4.998410324585714,105.2482436173353,2022-05-12,2022-05-14,possible venting from flaring dataset,
700,4.998410324585714,105.2482436173353,2022-08-13,2022-08-14,possible venting from flaring dataset,
701,4.998410324585714,105.2482436173353,2022-12-18,2022-12-22,possible venting from flaring dataset,
702,4.998410324585714,105.2482436173353,2023-03-18,2023-03-20,possible venting from flaring dataset,
703,4.998410324585714,105.2482436173353,2023-09-14,2023-09-16,possible venting from flaring dataset,
704,4.998410324585714,105.2482436173353,2023-09-19,2023-09-21,possible venting from flaring dataset,
705,4.998410324585714,105.2482436173353,2023-10-14,2023-10-16,possible venting from flaring dataset,
706,4.998410324585714,105.2482436173353,2023-11-13,2023-11-15,possible venting from flaring dataset,
707,4.998410324585714,105.2482436173353,2023-11-23,2023-11-25,possible venting from flaring dataset,
708,4.998410324585714,105.2482436173353,2023-12-03,2023-12-05,possible venting from flaring dataset,
709,4.998410324585714,105.2482436173353,2023-12-08,2023-12-12,possible venting from flaring dataset,
710,4.998410324585714,105.2482436173353,2024-01-30,2024-02-05,possible venting from flaring dataset,
711,4.998410324585714,105.2482436173353,2024-02-09,2024-02-10,possible venting from flaring dataset,
712,4.998410324585714,105.2482436173353,2024-02-16,2024-02-18,possible venting from flaring dataset,
713,4.998410324585714,105.2482436173353,2024-02-21,2024-02-25,possible venting from flaring dataset,
714,4.998410324585714,105.2482436173353,2024-02-29,2024-03-01,possible venting from flaring dataset,
715,4.998410324585714,105.2482436173353,2024-04-06,2024-04-10,possible venting from flaring dataset,
716,4.998410324585714,105.2482436173353,2024-04-16,2024-04-18,possible venting from flaring dataset,
717,4.998410324585714,105.2482436173353,2024-05-01,2024-05-03,possible venting from flaring dataset,
718,4.998410324585714,105.2482436173353,2024-05-06,2024-05-20,possible venting from flaring dataset,
719,4.998410324585714,105.2482436173353,2024-06-28,2024-07-04,possible venting from flaring dataset,
720,4.998410324585714,105.2482436173353,2024-07-08,2024-07-09,possible venting from flaring dataset,
721,4.998410324585714,105.2482436173353,2024-07-20,2024-07-22,possible venting from flaring dataset,
722,4.998410324585714,105.2482436173353,2024-08-07,2024-08-11,possible venting from flaring dataset,
723,4.998410324585714,105.2482436173353,2024-08-14,2024-08-16,possible venting from flaring dataset,
724,4.998410324585714,105.2482436173353,2024-08-22,2024-08-23,possible venting from flaring dataset,
725,4.998410324585714,105.2482436173353,2024-10-13,2024-10-15,possible venting from flaring dataset,
726,4.998410324585714,105.2482436173353,2024-11-12,2024-11-14,possible venting from flaring dataset,
727,4.998410324585714,105.2482436173353,2025-02-08,2025-02-09,possible venting from flaring dataset,
728,4.998410324585714,105.2482436173353,2025-03-02,2025-03-04,possible venting from flaring dataset,
729,4.998410324585714,105.2482436173353,2025-05-04,2025-05-05,possible venting from flaring dataset,
730,4.998410324585714,105.2482436173353,2025-05-16,2025-05-28,possible venting from flaring dataset,
731,4.998410324585714,105.2482436173353,2025-06-10,2025-06-12,possible venting from flaring dataset,
732,4.998410324585714,105.2482436173353,2025-06-23,2025-06-24,possible venting from flaring dataset,
733,4.998410324585714,105.2482436173353,2025-06-30,2025-07-02,possible venting from flaring dataset,
734,4.998410324585714,105.2482436173353,2025-07-05,2025-07-07,possible venting from flaring dataset,
735,5.005225098430188,105.20683075961657,2020-01-16,2020-01-20,possible venting from flaring dataset,
736,5.005225098430188,105.20683075961657,2020-02-05,2020-02-09,possible venting from flaring dataset,
737,5.005225098430188,105.20683075961657,2020-02-15,2020-02-19,possible venting from flaring dataset,
738,5.005225098430188,105.20683075961657,2020-03-01,2020-04-04,possible venting from flaring dataset,
739,5.005225098430188,105.20683075961657,2020-04-15,2020-04-24,possible venting from flaring dataset,
740,5.005225098430188,105.20683075961657,2020-05-25,2020-06-08,possible venting from flaring dataset,
741,5.005225098430188,105.20683075961657,2020-08-08,2020-08-22,possible venting from flaring dataset,
742,5.005225098430188,105.20683075961657,2020-09-22,2020-09-26,possible venting from flaring dataset,
743,5.005225098430188,105.20683075961657,2020-10-27,2020-11-25,possible venting from flaring dataset,
744,5.005225098430188,105.20683075961657,2020-12-06,2020-12-10,possible venting from flaring dataset,
745,5.005225098430188,105.20683075961657,2021-01-30,2021-02-28,possible venting from flaring dataset,
746,5.005225098430188,105.20683075961657,2021-03-06,2021-03-10,possible venting from flaring dataset,
747,5.005225098430188,105.20683075961657,2021-03-26,2021-04-29,possible venting from flaring dataset,
748,5.005225098430188,105.20683075961657,2021-05-05,2021-05-19,possible venting from flaring dataset,
749,5.005225098430188,105.20683075961657,2021-05-25,2021-05-29,possible venting from flaring dataset,
750,5.005225098430188,105.20683075961657,2021-06-24,2021-07-03,possible venting from flaring dataset,
751,5.005225098430188,105.20683075961657,2021-10-07,2021-10-11,possible venting from flaring dataset,
752,5.005225098430188,105.20683075961657,2021-11-01,2021-11-05,possible venting from flaring dataset,
753,5.005225098430188,105.20683075961657,2021-12-01,2021-12-05,possible venting from flaring dataset,
754,5.005225098430188,105.20683075961657,2022-01-05,2022-01-14,possible venting from flaring dataset,
755,5.005225098430188,105.20683075961657,2022-01-20,2022-02-08,possible venting from flaring dataset,
756,5.005225098430188,105.20683075961657,2022-02-19,2022-02-23,possible venting from flaring dataset,
757,5.005225098430188,105.20683075961657,2022-03-06,2022-03-20,possible venting from flaring dataset,
758,5.005225098430188,105.20683075961657,2022-03-26,2022-03-30,possible venting from flaring dataset,
759,5.005225098430188,105.20683075961657,2022-04-10,2022-04-14,possible venting from flaring dataset,
760,5.005225098430188,105.20683075961657,2022-04-25,2022-05-14,possible venting from flaring dataset,
761,5.005225098430188,105.20683075961657,2022-05-20,2022-05-29,possible venting from flaring dataset,
762,5.005225098430188,105.20683075961657,2022-06-14,2022-06-23,possible venting from flaring dataset,
763,5.005225098430188,105.20683075961657,2022-08-08,2022-08-17,possible venting from flaring dataset,
764,5.005225098430188,105.20683075961657,2022-09-02,2022-09-06,possible venting from flaring dataset,
765,5.005225098430188,105.20683075961657,2022-11-01,2022-11-10,possible venting from flaring dataset,
766,5.005225098430188,105.20683075961657,2022-11-16,2022-11-30,possible venting from flaring dataset,
767,5.005225098430188,105.20683075961657,2022-12-06,2022-12-10,possible venting from flaring dataset,
768,5.005225098430188,105.20683075961657,2022-12-16,2022-12-20,possible venting from flaring dataset,
769,5.005225098430188,105.20683075961657,2023-02-09,2023-02-13,possible venting from flaring dataset,
770,5.005225098430188,105.20683075961657,2023-02-19,2023-02-23,possible venting from flaring dataset,
771,5.005225098430188,105.20683075961657,2023-03-11,2023-03-20,possible venting from flaring dataset,
772,5.005225098430188,105.20683075961657,2023-03-31,2023-04-14,possible venting from flaring dataset,
773,5.005225098430188,105.20683075961657,2023-04-20,2023-04-24,possible venting from flaring dataset,
774,5.005225098430188,105.20683075961657,2023-05-15,2023-05-19,possible venting from flaring dataset,
775,5.005225098430188,105.20683075961657,2023-06-09,2023-06-18,possible venting from flaring dataset,
776,5.005225098430188,105.20683075961657,2023-06-24,2023-06-28,possible venting from flaring dataset,
777,5.005225098430188,105.20683075961657,2023-07-04,2023-07-08,possible venting from flaring dataset,
778,5.005225098430188,105.20683075961657,2023-07-24,2023-07-28,possible venting from flaring dataset,
779,5.005225098430188,105.20683075961657,2023-10-22,2023-11-20,possible venting from flaring dataset,
780,5.005225098430188,105.20683075961657,2023-12-16,2023-12-30,possible venting from flaring dataset,
781,5.005225098430188,105.20683075961657,2024-01-30,2024-02-03,possible venting from flaring dataset,
782,5.005225098430188,105.20683075961657,2024-02-09,2024-02-18,possible venting from flaring dataset,
783,5.005225098430188,105.20683075961657,2024-02-24,2024-02-28,possible venting from flaring dataset,
784,5.005225098430188,105.20683075961657,2024-03-10,2024-03-19,possible venting from flaring dataset,
785,5.005225098430188,105.20683075961657,2024-03-30,2024-04-03,possible venting from flaring dataset,
786,5.005225098430188,105.20683075961657,2024-04-09,2024-04-18,possible venting from flaring dataset,
787,5.005225098430188,105.20683075961657,2024-05-09,2024-06-02,possible venting from flaring dataset,
788,5.005225098430188,105.20683075961657,2024-06-13,2024-06-17,possible venting from flaring dataset,
789,5.005225098430188,105.20683075961657,2024-06-28,2024-07-12,possible venting from flaring dataset,
790,5.005225098430188,105.20683075961657,2024-08-07,2024-08-16,possible venting from flaring dataset,
791,5.005225098430188,105.20683075961657,2024-08-22,2024-08-26,possible venting from flaring dataset,
792,5.005225098430188,105.20683075961657,2024-10-11,2024-10-15,possible venting from flaring dataset,
793,5.005225098430188,105.20683075961657,2025-02-03,2025-02-17,possible venting from flaring dataset,
794,5.005225098430188,105.20683075961657,2025-03-25,2025-04-13,possible venting from flaring dataset,
795,5.005225098430188,105.20683075961657,2025-04-29,2025-05-03,possible venting from flaring dataset,
796,5.005225098430188,105.20683075961657,2025-05-09,2025-05-13,possible venting from flaring dataset,
797,5.005225098430188,105.20683075961657,2025-06-10,2025-06-17,possible venting from flaring dataset,
798,5.005225098430188,105.20683075961657,2025-06-28,2025-07-02,possible venting from flaring dataset,
799,5.0056192099267145,105.2464609439607,2020-01-08,2020-01-10,possible venting from flaring dataset,
800,5.0056192099267145,105.2464609439607,2020-01-13,2020-01-20,possible venting from flaring dataset,
801,5.0056192099267145,105.2464609439607,2020-02-05,2020-02-09,possible venting from flaring dataset,
802,5.0056192099267145,105.2464609439607,2020-02-15,2020-02-24,possible venting from flaring dataset,
803,5.0056192099267145,105.2464609439607,2020-02-27,2020-03-05,possible venting from flaring dataset,
804,5.0056192099267145,105.2464609439607,2020-03-28,2020-04-04,possible venting from flaring dataset,
805,5.0056192099267145,105.2464609439607,2020-04-07,2020-04-29,possible venting from flaring dataset,
806,5.0056192099267145,105.2464609439607,2020-05-25,2020-05-26,possible venting from flaring dataset,
807,5.0056192099267145,105.2464609439607,2020-06-04,2020-06-13,possible venting from flaring dataset,
808,5.0056192099267145,105.2464609439607,2020-06-16,2020-06-23,possible venting from flaring dataset,
809,5.0056192099267145,105.2464609439607,2020-07-06,2020-07-13,possible venting from flaring dataset,
810,5.0056192099267145,105.2464609439607,2020-07-26,2020-07-28,possible venting from flaring dataset,
811,5.0056192099267145,105.2464609439607,2020-08-10,2020-08-12,possible venting from flaring dataset,
812,5.0056192099267145,105.2464609439607,2020-08-15,2020-08-19,possible venting from flaring dataset,
813,5.0056192099267145,105.2464609439607,2020-08-25,2020-09-06,possible venting from flaring dataset,
814,5.0056192099267145,105.2464609439607,2020-09-22,2020-09-23,possible venting from flaring dataset,
815,5.0056192099267145,105.2464609439607,2020-09-29,2020-10-01,possible venting from flaring dataset,
816,5.0056192099267145,105.2464609439607,2020-11-13,2020-11-25,possible venting from flaring dataset,
817,5.0056192099267145,105.2464609439607,2020-11-28,2020-11-30,possible venting from flaring dataset,
818,5.0056192099267145,105.2464609439607,2020-12-03,2020-12-07,possible venting from flaring dataset,
819,5.0056192099267145,105.2464609439607,2020-12-11,2020-12-12,possible venting from flaring dataset,
820,5.0056192099267145,105.2464609439607,2020-12-26,2020-12-30,possible venting from flaring dataset,
821,5.0056192099267145,105.2464609439607,2021-02-04,2021-02-10,possible venting from flaring dataset,
822,5.0056192099267145,105.2464609439607,2021-02-16,2021-02-28,possible venting from flaring dataset,
823,5.0056192099267145,105.2464609439607,2021-03-06,2021-03-10,possible venting from flaring dataset,
824,5.0056192099267145,105.2464609439607,2021-03-16,2021-03-22,possible venting from flaring dataset,
825,5.0056192099267145,105.2464609439607,2021-03-31,2021-04-04,possible venting from flaring dataset,
826,5.0056192099267145,105.2464609439607,2021-04-07,2021-04-14,possible venting from flaring dataset,
827,5.0056192099267145,105.2464609439607,2021-04-20,2021-04-26,possible venting from flaring dataset,
828,5.0056192099267145,105.2464609439607,2021-05-02,2021-05-09,possible venting from flaring dataset,
829,5.0056192099267145,105.2464609439607,2021-05-12,2021-05-14,possible venting from flaring dataset,
830,5.0056192099267145,105.2464609439607,2021-05-22,2021-05-26,possible venting from flaring dataset,
831,5.0056192099267145,105.2464609439607,2021-06-01,2021-06-03,possible venting from flaring dataset,
832,5.0056192099267145,105.2464609439607,2021-06-11,2021-06-15,possible venting from flaring dataset,
833,5.0056192099267145,105.2464609439607,2021-06-24,2021-06-25,possible venting from flaring dataset,
834,5.0056192099267145,105.2464609439607,2021-07-01,2021-07-05,possible venting from flaring dataset,
835,5.0056192099267145,105.2464609439607,2021-07-16,2021-07-18,possible venting from flaring dataset,
836,5.0056192099267145,105.2464609439607,2021-07-31,2021-08-12,possible venting from flaring dataset,
837,5.0056192099267145,105.2464609439607,2021-08-30,2021-09-01,possible venting from flaring dataset,
838,5.0056192099267145,105.2464609439607,2021-09-04,2021-09-11,possible venting from flaring dataset,
839,5.0056192099267145,105.2464609439607,2021-09-19,2021-09-21,possible venting from flaring dataset,
840,5.0056192099267145,105.2464609439607,2021-10-24,2021-10-26,possible venting from flaring dataset,
841,5.0056192099267145,105.2464609439607,2021-10-29,2021-11-10,possible venting from flaring dataset,
842,5.0056192099267145,105.2464609439607,2021-11-13,2021-11-15,possible venting from flaring dataset,
843,5.0056192099267145,105.2464609439607,2021-11-28,2021-12-02,possible venting from flaring dataset,
844,5.0056192099267145,105.2464609439607,2022-01-05,2022-01-09,possible venting from flaring dataset,
845,5.0056192099267145,105.2464609439607,2022-01-22,2022-02-05,possible venting from flaring dataset,
846,5.0056192099267145,105.2464609439607,2022-02-09,2022-02-10,possible venting from flaring dataset,
847,5.0056192099267145,105.2464609439607,2022-02-19,2022-02-20,possible venting from flaring dataset,
848,5.0056192099267145,105.2464609439607,2022-03-16,2022-03-25,possible venting from flaring dataset,
849,5.0056192099267145,105.2464609439607,2022-03-28,2022-03-30,possible venting from flaring dataset,
850,5.0056192099267145,105.2464609439607,2022-04-02,2022-04-04,possible venting from flaring dataset,
851,5.0056192099267145,105.2464609439607,2022-04-20,2022-04-21,possible venting from flaring dataset,
852,5.0056192099267145,105.2464609439607,2022-04-30,2022-05-26,possible venting from flaring dataset,
853,5.0056192099267145,105.2464609439607,2022-06-06,2022-06-10,possible venting from flaring dataset,
854,5.0056192099267145,105.2464609439607,2022-06-16,2022-06-23,possible venting from flaring dataset,
855,5.0056192099267145,105.2464609439607,2022-07-24,2022-07-28,possible venting from flaring dataset,
856,5.0056192099267145,105.2464609439607,2022-08-13,2022-08-17,possible venting from flaring dataset,
857,5.0056192099267145,105.2464609439607,2022-10-14,2022-10-16,possible venting from flaring dataset,
858,5.0056192099267145,105.2464609439607,2022-10-29,2022-11-02,possible venting from flaring dataset,
859,5.0056192099267145,105.2464609439607,2022-11-06,2022-11-10,possible venting from flaring dataset,
860,5.0056192099267145,105.2464609439607,2022-11-16,2022-11-17,possible venting from flaring dataset,
861,5.0056192099267145,105.2464609439607,2022-11-21,2022-12-02,possible venting from flaring dataset,
862,5.0056192099267145,105.2464609439607,2023-02-19,2023-02-25,possible venting from flaring dataset,
