id,lat,lon,start,end,citation,EEZ
1698,5.471691659736818,105.42967433477216,2021-09-24,2021-09-28,possible venting from flaring dataset,
1699,5.471691659736818,105.42967433477216,2021-10-07,2021-10-11,possible venting from flaring dataset,
1700,5.471691659736818,105.42967433477216,2021-10-14,2021-10-21,possible venting from flaring dataset,
1701,5.471691659736818,105.42967433477216,2021-10-24,2021-10-26,possible venting from flaring dataset,
1702,5.471691659736818,105.42967433477216,2021-11-08,2021-11-10,possible venting from flaring dataset,
1703,5.471691659736818,105.42967433477216,2021-11-13,2021-11-25,possible venting from flaring dataset,
1704,5.471691659736818,105.42967433477216,2022-01-05,2022-01-11,possible venting from flaring dataset,
1705,5.471691659736818,105.42967433477216,2022-01-27,2022-01-29,possible venting from flaring dataset,
1706,5.471691659736818,105.42967433477216,2022-02-01,2022-02-03,possible venting from flaring dataset,
1707,5.471691659736818,105.42967433477216,2022-02-19,2022-02-23,possible venting from flaring dataset,
1708,5.471691659736818,105.42967433477216,2022-03-06,2022-03-12,possible venting from flaring dataset,
1709,5.471691659736818,105.42967433477216,2022-03-26,2022-04-06,possible venting from flaring dataset,
1710,5.471691659736818,105.42967433477216,2022-04-10,2022-04-24,possible venting from flaring dataset,
1711,5.471691659736818,105.42967433477216,2022-04-30,2022-05-26,possible venting from flaring dataset,
1712,5.471691659736818,105.42967433477216,2022-06-06,2022-06-08,possible venting from flaring dataset,
1713,5.471691659736818,105.42967433477216,2022-06-11,2022-06-15,possible venting from flaring dataset,
1714,5.471691659736818,105.42967433477216,2022-06-19,2022-06-20,possible venting from flaring dataset,
1715,5.471691659736818,105.42967433477216,2022-06-24,2022-06-28,possible venting from flaring dataset,
1716,5.471691659736818,105.42967433477216,2022-07-16,2022-07-18,possible venting from flaring dataset,
1717,5.471691659736818,105.42967433477216,2022-08-13,2022-08-14,possible venting from flaring dataset,
1718,5.471691659736818,105.42967433477216,2022-08-30,2022-09-03,possible venting from flaring dataset,
1719,5.471691659736818,105.42967433477216,2022-09-22,2022-09-23,possible venting from flaring dataset,
1720,5.471691659736818,105.42967433477216,2022-10-14,2022-10-16,possible venting from flaring dataset,
1721,5.471691659736818,105.42967433477216,2022-11-01,2022-11-02,possible venting from flaring dataset,
1722,5.471691659736818,105.42967433477216,2022-11-06,2022-11-17,possible venting from flaring dataset,
1723,5.471691659736818,105.42967433477216,2022-11-21,2022-11-25,possible venting from flaring dataset,
1724,5.471691659736818,105.42967433477216,2022-11-28,2022-11-30,possible venting from flaring dataset,
1725,5.471691659736818,105.42967433477216,2022-12-03,2022-12-07,possible venting from flaring dataset,
1726,5.471691659736818,105.42967433477216,2023-01-12,2023-01-16,possible venting from flaring dataset,
1727,5.471691659736818,105.42967433477216,2023-02-19,2023-02-20,possible venting from flaring dataset,
1728,5.471691659736818,105.42967433477216,2023-03-13,2023-03-15,possible venting from flaring dataset,
1729,5.471691659736818,105.42967433477216,2023-03-26,2023-04-04,possible venting from flaring dataset,
1730,5.471691659736818,105.42967433477216,2023-04-07,2023-04-21,possible venting from flaring dataset,
1731,5.471691659736818,105.42967433477216,2023-04-25,2023-05-01,possible venting from flaring dataset,
1732,5.471691659736818,105.42967433477216,2023-05-05,2023-05-06,possible venting from flaring dataset,
1733,5.471691659736818,105.42967433477216,2023-05-12,2023-05-19,possible venting from flaring dataset,
1734,5.471691659736818,105.42967433477216,2023-05-22,2023-05-26,possible venting from flaring dataset,
1735,5.471691659736818,105.42967433477216,2023-05-30,2023-05-31,possible venting from flaring dataset,
1736,5.471691659736818,105.42967433477216,2023-06-11,2023-06-30,possible venting from flaring dataset,
1737,5.471691659736818,105.42967433477216,2023-07-11,2023-07-13,possible venting from flaring dataset,
1738,5.471691659736818,105.42967433477216,2023-07-16,2023-07-18,possible venting from flaring dataset,
1739,5.471691659736818,105.42967433477216,2023-07-24,2023-07-25,possible venting from flaring dataset,
1740,5.471691659736818,105.42967433477216,2023-07-31,2023-08-04,possible venting from flaring dataset,
1741,5.471691659736818,105.42967433477216,2023-08-23,2023-08-24,possible venting from flaring dataset,
1742,5.471691659736818,105.42967433477216,2023-08-28,2023-09-01,possible venting from flaring dataset,
1743,5.471691659736818,105.42967433477216,2023-09-17,2023-09-21,possible venting from flaring dataset,
1744,5.471691659736818,105.42967433477216,2023-09-27,2023-09-28,possible venting from flaring dataset,
1745,5.471691659736818,105.42967433477216,2023-10-09,2023-10-11,possible venting from flaring dataset,
1746,5.471691659736818,105.42967433477216,2023-10-14,2023-10-16,possible venting from flaring dataset,
1747,5.471691659736818,105.42967433477216,2023-10-22,2023-11-12,possible venting from flaring dataset,
1748,5.471691659736818,105.42967433477216,2023-12-13,2023-12-17,possible venting from flaring dataset,
1749,5.471691659736818,105.42967433477216,2024-01-07,2024-01-11,possible venting from flaring dataset,
1750,5.471691659736818,105.42967433477216,2024-01-17,2024-01-19,possible venting from flaring dataset,
1751,5.471691659736818,105.42967433477216,2024-01-25,2024-01-26,possible venting from flaring dataset,
1752,5.471691659736818,105.42967433477216,2024-02-01,2024-02-10,possible venting from flaring dataset,
1753,5.471691659736818,105.42967433477216,2024-02-14,2024-02-20,possible venting from flaring dataset,
1754,5.471691659736818,105.42967433477216,2024-02-24,2024-02-28,possible venting from flaring dataset,
1755,5.471691659736818,105.42967433477216,2024-03-02,2024-03-04,possible venting from flaring dataset,
1756,5.471691659736818,105.42967433477216,2024-03-07,2024-03-09,possible venting from flaring dataset,
1757,5.471691659736818,105.42967433477216,2024-03-12,2024-03-24,possible venting from flaring dataset,
1758,5.471691659736818,105.42967433477216,2024-03-27,2024-03-31,possible venting from flaring dataset,
1759,5.471691659736818,105.42967433477216,2024-04-06,2024-04-18,possible venting from flaring dataset,
1760,5.471691659736818,105.42967433477216,2024-04-21,2024-05-20,possible venting from flaring dataset,
1761,5.471691659736818,105.42967433477216,2024-06-05,2024-06-07,possible venting from flaring dataset,
1762,5.471691659736818,105.42967433477216,2024-06-10,2024-06-12,possible venting from flaring dataset,
1763,5.471691659736818,105.42967433477216,2024-06-18,2024-06-22,possible venting from flaring dataset,
1764,5.471691659736818,105.42967433477216,2024-06-28,2024-07-02,possible venting from flaring dataset,
1765,5.471691659736818,105.42967433477216,2024-07-23,2024-07-24,possible venting from flaring dataset,
1766,5.471691659736818,105.42967433477216,2024-07-28,2024-08-03,possible venting from flaring dataset,
1767,5.471691659736818,105.42967433477216,2024-08-07,2024-08-11,possible venting from flaring dataset,
1768,5.471691659736818,105.42967433477216,2024-08-14,2024-08-21,possible venting from flaring dataset,
1769,5.471691659736818,105.42967433477216,2024-09-01,2024-09-07,possible venting from flaring dataset,
1770,5.471691659736818,105.42967433477216,2024-09-28,2024-09-30,possible venting from flaring dataset,
1771,5.471691659736818,105.42967433477216,2024-10-03,2024-10-05,possible venting from flaring dataset,
1772,5.471691659736818,105.42967433477216,2024-10-13,2024-10-15,possible venting from flaring dataset,
1773,5.471691659736818,105.42967433477216,2024-10-28,2024-10-30,possible venting from flaring dataset,
1774,5.471691659736818,105.42967433477216,2024-11-02,2024-11-06,possible venting from flaring dataset,
1775,5.471691659736818,105.42967433477216,2024-11-12,2024-11-14,possible venting from flaring dataset,
1776,5.471691659736818,105.42967433477216,2024-12-20,2025-01-03,possible venting from flaring dataset,
1777,5.471691659736818,105.42967433477216,2025-02-08,2025-02-12,possible venting from flaring dataset,
1778,5.471691659736818,105.42967433477216,2025-02-15,2025-02-22,possible venting from flaring dataset,
1779,5.471691659736818,105.42967433477216,2025-03-05,2025-03-06,possible venting from flaring dataset,
1780,5.471691659736818,105.42967433477216,2025-03-27,2025-04-03,possible venting from flaring dataset,
1781,5.471691659736818,105.42967433477216,2025-04-06,2025-04-08,possible venting from flaring dataset,
1782,5.471691659736818,105.42967433477216,2025-04-11,2025-04-15,possible venting from flaring dataset,
1783,5.471691659736818,105.42967433477216,2025-04-24,2025-04-25,possible venting from flaring dataset,
1784,5.471691659736818,105.42967433477216,2025-04-28,2025-04-30,possible venting from flaring dataset,
1785,5.471691659736818,105.42967433477216,2025-05-09,2025-05-13,possible venting from flaring dataset,
1786,5.471691659736818,105.42967433477216,2025-05-31,2025-06-02,possible venting from flaring dataset,
1787,5.471691659736818,105.42967433477216,2025-06-13,2025-06-17,possible venting from flaring dataset,
1788,5.471691659736818,105.42967433477216,2025-06-28,2025-07-02,possible venting from flaring dataset,
1789,5.471691659736818,105.42967433477216,2025-07-05,2025-07-07,possible venting from flaring dataset,
1790,5.471691659736818,105.42967433477216,2025-07-10,2025-07-12,possible venting from flaring dataset,
1791,5.501323512788333,105.20808192686032,2023-09-17,2023-09-21,possible venting from flaring dataset,
1792,5.501323512788333,105.20808192686032,2023-11-06,2023-11-10,possible venting from flaring dataset,
1793,5.501323512788333,105.20808192686032,2023-12-21,2023-12-25,possible venting from flaring dataset,
1794,5.501323512788333,105.20808192686032,2024-01-10,2024-01-19,possible venting from flaring dataset,
1795,5.501323512788333,105.20808192686032,2024-03-20,2024-03-24,possible venting from flaring dataset,
1796,5.501323512788333,105.20808192686032,2024-10-01,2024-10-10,possible venting from flaring dataset,
1797,5.501323512788333,105.20808192686032,2025-06-30,2025-07-02,possible venting from flaring dataset,
1798,5.519699322443272,105.6718934979889,2023-08-25,2023-08-29,possible venting from flaring dataset,
1799,5.529223103093079,104.95479051625249,2020-05-15,2020-05-19,possible venting from flaring dataset,
1800,5.529223103093079,104.95479051625249,2025-06-28,2025-07-02,possible venting from flaring dataset,
1801,5.530760451237629,104.98850596729828,2025-06-28,2025-07-02,possible venting from flaring dataset,
1802,5.532594061854431,104.97654940395586,2020-01-11,2020-01-20,possible venting from flaring dataset,
1803,5.532594061854431,104.97654940395586,2020-01-26,2020-02-09,possible venting from flaring dataset,
1804,5.532594061854431,104.97654940395586,2020-02-15,2020-02-19,possible venting from flaring dataset,
1805,5.532594061854431,104.97654940395586,2020-02-25,2020-03-05,possible venting from flaring dataset,
1806,5.532594061854431,104.97654940395586,2020-03-11,2020-03-20,possible venting from flaring dataset,
1807,5.532594061854431,104.97654940395586,2020-03-26,2020-04-04,possible venting from flaring dataset,
1808,5.532594061854431,104.97654940395586,2020-04-20,2020-05-29,possible venting from flaring dataset,
1809,5.532594061854431,104.97654940395586,2020-08-18,2020-08-22,possible venting from flaring dataset,
1810,5.532594061854431,104.97654940395586,2020-09-22,2020-09-26,possible venting from flaring dataset,
1811,5.532594061854431,104.97654940395586,2020-12-01,2020-12-05,possible venting from flaring dataset,
1812,5.532594061854431,104.97654940395586,2021-01-25,2021-01-29,possible venting from flaring dataset,
1813,5.532594061854431,104.97654940395586,2021-02-24,2021-02-28,possible venting from flaring dataset,
1814,5.532594061854431,104.97654940395586,2021-03-16,2021-03-20,possible venting from flaring dataset,
1815,5.532594061854431,104.97654940395586,2021-03-26,2021-04-04,possible venting from flaring dataset,
1816,5.532594061854431,104.97654940395586,2021-04-10,2021-05-04,possible venting from flaring dataset,
1817,5.532594061854431,104.97654940395586,2021-05-10,2021-05-19,possible venting from flaring dataset,
1818,5.532594061854431,104.97654940395586,2021-05-25,2021-06-08,possible venting from flaring dataset,
1819,5.532594061854431,104.97654940395586,2021-06-14,2021-07-08,possible venting from flaring dataset,
1820,5.532594061854431,104.97654940395586,2021-09-17,2021-09-21,possible venting from flaring dataset,
1821,5.532594061854431,104.97654940395586,2021-10-27,2021-11-05,possible venting from flaring dataset,
1822,5.532594061854431,104.97654940395586,2022-01-10,2022-02-08,possible venting from flaring dataset,
1823,5.532594061854431,104.97654940395586,2022-03-01,2022-03-05,possible venting from flaring dataset,
1824,5.532594061854431,104.97654940395586,2022-03-11,2022-03-15,possible venting from flaring dataset,
1825,5.532594061854431,104.97654940395586,2022-03-21,2022-04-04,possible venting from flaring dataset,
1826,5.532594061854431,104.97654940395586,2022-04-10,2022-05-29,possible venting from flaring dataset,
1827,5.532594061854431,104.97654940395586,2022-06-04,2022-06-18,possible venting from flaring dataset,
1828,5.532594061854431,104.97654940395586,2022-07-29,2022-08-02,possible venting from flaring dataset,
1829,5.532594061854431,104.97654940395586,2022-08-13,2022-08-22,possible venting from flaring dataset,
1830,5.532594061854431,104.97654940395586,2022-11-01,2022-11-30,possible venting from flaring dataset,
1831,5.532594061854431,104.97654940395586,2023-01-15,2023-01-19,possible venting from flaring dataset,
1832,5.532594061854431,104.97654940395586,2023-02-19,2023-02-28,possible venting from flaring dataset,
1833,5.532594061854431,104.97654940395586,2023-03-16,2023-03-20,possible venting from flaring dataset,
1834,5.532594061854431,104.97654940395586,2023-03-26,2023-04-29,possible venting from flaring dataset,
1835,5.532594061854431,104.97654940395586,2023-05-10,2023-06-03,possible venting from flaring dataset,
1836,5.532594061854431,104.97654940395586,2023-06-14,2023-06-18,possible venting from flaring dataset,
1837,5.532594061854431,104.97654940395586,2023-06-24,2023-07-08,possible venting from flaring dataset,
1838,5.532594061854431,104.97654940395586,2023-07-24,2023-07-28,possible venting from flaring dataset,
1839,5.532594061854431,104.97654940395586,2023-08-03,2023-08-07,possible venting from flaring dataset,
1840,5.532594061854431,104.97654940395586,2023-08-23,2023-08-27,possible venting from flaring dataset,
1841,5.532594061854431,104.97654940395586,2023-09-27,2023-10-01,possible venting from flaring dataset,
1842,5.532594061854431,104.97654940395586,2023-10-07,2023-10-26,possible venting from flaring dataset,
1843,5.532594061854431,104.97654940395586,2023-11-01,2023-11-10,possible venting from flaring dataset,
1844,5.532594061854431,104.97654940395586,2023-12-11,2023-12-15,possible venting from flaring dataset,
1845,5.532594061854431,104.97654940395586,2024-01-10,2024-01-14,possible venting from flaring dataset,
1846,5.532594061854431,104.97654940395586,2024-01-25,2024-02-13,possible venting from flaring dataset,
1847,5.532594061854431,104.97654940395586,2024-02-24,2024-02-28,possible venting from flaring dataset,
1848,5.532594061854431,104.97654940395586,2024-03-05,2024-03-29,possible venting from flaring dataset,
1849,5.532594061854431,104.97654940395586,2024-04-09,2024-04-13,possible venting from flaring dataset,
1850,5.532594061854431,104.97654940395586,2024-05-09,2024-05-18,possible venting from flaring dataset,
1851,5.532594061854431,104.97654940395586,2024-06-13,2024-06-17,possible venting from flaring dataset,
1852,5.532594061854431,104.97654940395586,2024-07-08,2024-07-12,possible venting from flaring dataset,
1853,5.532594061854431,104.97654940395586,2024-07-28,2024-08-16,possible venting from flaring dataset,
1854,5.532594061854431,104.97654940395586,2024-08-22,2024-08-26,possible venting from flaring dataset,
1855,5.532594061854431,104.97654940395586,2024-10-11,2024-10-15,possible venting from flaring dataset,
1856,5.532594061854431,104.97654940395586,2024-10-21,2024-10-25,possible venting from flaring dataset,
1857,5.532594061854431,104.97654940395586,2025-02-08,2025-02-12,possible venting from flaring dataset,
1858,5.532594061854431,104.97654940395586,2025-02-18,2025-02-27,possible venting from flaring dataset,
1859,5.532594061854431,104.97654940395586,2025-03-05,2025-03-14,possible venting from flaring dataset,
1860,5.532594061854431,104.97654940395586,2025-03-30,2025-04-30,possible venting from flaring dataset,
1861,5.532594061854431,104.97654940395586,2025-05-04,2025-05-20,possible venting from flaring dataset,
1862,5.532594061854431,104.97654940395586,2025-06-23,2025-07-02,possible venting from flaring dataset,
1863,5.5352561452372,105.02367318390108,2020-01-11,2020-01-25,possible venting from flaring dataset,
1864,5.5352561452372,105.02367318390108,2020-01-31,2020-02-09,possible venting from flaring dataset,
1865,5.5352561452372,105.02367318390108,2020-02-15,2020-02-19,possible venting from flaring dataset,
1866,5.5352561452372,105.02367318390108,2020-02-25,2020-02-29,possible venting from flaring dataset,
1867,5.5352561452372,105.02367318390108,2020-03-11,2020-03-25,possible venting from flaring dataset,
1868,5.5352561452372,105.02367318390108,2020-03-31,2020-04-04,possible venting from flaring dataset,
1869,5.5352561452372,105.02367318390108,2020-04-20,2020-04-24,possible venting from flaring dataset,
1870,5.5352561452372,105.02367318390108,2020-05-05,2020-05-09,possible venting from flaring dataset,
1871,5.5352561452372,105.02367318390108,2020-05-15,2020-05-29,possible venting from flaring dataset,
1872,5.5352561452372,105.02367318390108,2020-06-04,2020-06-13,possible venting from flaring dataset,
1873,5.5352561452372,105.02367318390108,2020-08-18,2020-08-22,possible venting from flaring dataset,
1874,5.5352561452372,105.02367318390108,2020-09-12,2020-09-16,possible venting from flaring dataset,
1875,5.5352561452372,105.02367318390108,2020-09-22,2020-09-26,possible venting from flaring dataset,
1876,5.5352561452372,105.02367318390108,2020-11-06,2020-11-15,possible venting from flaring dataset,
1877,5.5352561452372,105.02367318390108,2021-01-20,2021-01-29,possible venting from flaring dataset,
1878,5.5352561452372,105.02367318390108,2021-02-04,2021-02-13,possible venting from flaring dataset,
1879,5.5352561452372,105.02367318390108,2021-02-24,2021-03-05,possible venting from flaring dataset,
1880,5.5352561452372,105.02367318390108,2021-03-21,2021-05-04,possible venting from flaring dataset,
1881,5.5352561452372,105.02367318390108,2021-05-25,2021-06-03,possible venting from flaring dataset,
1882,5.5352561452372,105.02367318390108,2021-06-09,2021-07-08,possible venting from flaring dataset,
1883,5.5352561452372,105.02367318390108,2021-09-07,2021-09-16,possible venting from flaring dataset,
1884,5.5352561452372,105.02367318390108,2021-10-27,2021-11-05,possible venting from flaring dataset,
1885,5.5352561452372,105.02367318390108,2021-12-01,2021-12-10,possible venting from flaring dataset,
1886,5.5352561452372,105.02367318390108,2022-01-10,2022-01-14,possible venting from flaring dataset,
1887,5.5352561452372,105.02367318390108,2022-01-20,2022-02-08,possible venting from flaring dataset,
1888,5.5352561452372,105.02367318390108,2022-03-01,2022-03-05,possible venting from flaring dataset,
1889,5.5352561452372,105.02367318390108,2022-03-26,2022-04-04,possible venting from flaring dataset,
1890,5.5352561452372,105.02367318390108,2022-04-10,2022-05-29,possible venting from flaring dataset,
1891,5.5352561452372,105.02367318390108,2022-06-14,2022-06-23,possible venting from flaring dataset,
1892,5.5352561452372,105.02367318390108,2022-06-29,2022-07-03,possible venting from flaring dataset,
1893,5.5352561452372,105.02367318390108,2022-07-19,2022-07-23,possible venting from flaring dataset,
1894,5.5352561452372,105.02367318390108,2022-07-29,2022-08-07,possible venting from flaring dataset,
1895,5.5352561452372,105.02367318390108,2022-08-13,2022-08-22,possible venting from flaring dataset,
1896,5.5352561452372,105.02367318390108,2022-11-01,2022-11-15,possible venting from flaring dataset,
1897,5.5352561452372,105.02367318390108,2022-11-21,2022-12-05,possible venting from flaring dataset,
1898,5.5352561452372,105.02367318390108,2022-12-16,2022-12-20,possible venting from flaring dataset,
1899,5.5352561452372,105.02367318390108,2023-01-15,2023-01-19,possible venting from flaring dataset,
1900,5.5352561452372,105.02367318390108,2023-02-09,2023-02-23,possible venting from flaring dataset,
1901,5.5352561452372,105.02367318390108,2023-03-16,2023-03-20,possible venting from flaring dataset,
1902,5.5352561452372,105.02367318390108,2023-03-31,2023-04-29,possible venting from flaring dataset,
1903,5.5352561452372,105.02367318390108,2023-05-05,2023-06-18,possible venting from flaring dataset,
1904,5.5352561452372,105.02367318390108,2023-06-24,2023-07-08,possible venting from flaring dataset,
1905,5.5352561452372,105.02367318390108,2023-08-03,2023-08-17,possible venting from flaring dataset,
1906,5.5352561452372,105.02367318390108,2023-08-23,2023-08-27,possible venting from flaring dataset,
1907,5.5352561452372,105.02367318390108,2023-09-17,2023-09-21,possible venting from flaring dataset,
1908,5.5352561452372,105.02367318390108,2023-09-27,2023-10-01,possible venting from flaring dataset,
1909,5.5352561452372,105.02367318390108,2023-10-07,2023-10-11,possible venting from flaring dataset,
1910,5.5352561452372,105.02367318390108,2023-10-17,2023-10-26,possible venting from flaring dataset,
1911,5.5352561452372,105.02367318390108,2023-11-01,2023-11-10,possible venting from flaring dataset,
1912,5.5352561452372,105.02367318390108,2023-11-16,2023-11-25,possible venting from flaring dataset,
1913,5.5352561452372,105.02367318390108,2024-02-04,2024-02-13,possible venting from flaring dataset,
1914,5.5352561452372,105.02367318390108,2024-03-05,2024-04-18,possible venting from flaring dataset,
1915,5.5352561452372,105.02367318390108,2024-04-24,2024-05-08,possible venting from flaring dataset,
1916,5.5352561452372,105.02367318390108,2024-05-14,2024-05-18,possible venting from flaring dataset,
1917,5.5352561452372,105.02367318390108,2024-07-08,2024-07-12,possible venting from flaring dataset,
1918,5.5352561452372,105.02367318390108,2024-07-28,2024-08-01,possible venting from flaring dataset,
1919,5.5352561452372,105.02367318390108,2024-08-07,2024-08-11,possible venting from flaring dataset,
1920,5.5352561452372,105.02367318390108,2024-10-11,2024-10-15,possible venting from flaring dataset,
1921,5.5352561452372,105.02367318390108,2024-11-15,2024-11-24,possible venting from flaring dataset,
1922,5.5352561452372,105.02367318390108,2025-02-03,2025-02-12,possible venting from flaring dataset,
1923,5.5352561452372,105.02367318390108,2025-02-18,2025-02-27,possible venting from flaring dataset,
1924,5.5352561452372,105.02367318390108,2025-03-10,2025-03-19,possible venting from flaring dataset,
1925,5.5352561452372,105.02367318390108,2025-03-25,2025-04-18,possible venting from flaring dataset,
1926,5.5352561452372,105.02367318390108,2025-04-24,2025-04-30,possible venting from flaring dataset,
1927,5.5352561452372,105.02367318390108,2025-05-04,2025-05-20,possible venting from flaring dataset,
1928,5.5352561452372,105.02367318390108,2025-06-23,2025-07-02,possible venting from flaring dataset,
1929,5.550480522631585,104.77327893259844,2020-02-05,2020-02-09,possible venting from flaring dataset,
1930,5.550480522631585,104.77327893259844,2020-05-20,2020-05-24,possible venting from flaring dataset,
1931,5.550480522631585,104.77327893259844,2020-09-12,2020-09-16,possible venting from flaring dataset,
1932,5.550480522631585,104.77327893259844,2020-12-01,2020-12-10,possible venting from flaring dataset,
1933,5.550480522631585,104.77327893259844,2021-07-04,2021-07-08,possible venting from flaring dataset,
1934,5.550480522631585,104.77327893259844,2022-05-15,2022-05-19,possible venting from flaring dataset,
1935,5.550480522631585,104.77327893259844,2023-03-11,2023-03-15,possible venting from flaring dataset,
1936,5.550480522631585,104.77327893259844,2023-06-14,2023-06-18,possible venting from flaring dataset,
1937,5.550480522631585,104.77327893259844,2023-07-24,2023-07-28,possible venting from flaring dataset,
1938,5.550480522631585,104.77327893259844,2023-08-23,2023-08-27,possible venting from flaring dataset,
1939,5.550480522631585,104.77327893259844,2024-01-15,2024-01-19,possible venting from flaring dataset,
1940,5.550480522631585,104.77327893259844,2024-01-25,2024-01-29,possible venting from flaring dataset,
1941,5.550480522631585,104.77327893259844,2024-02-14,2024-02-18,possible venting from flaring dataset,
1942,5.550480522631585,104.77327893259844,2024-05-14,2024-05-23,possible venting from flaring dataset,
1943,5.550480522631585,104.77327893259844,2024-06-18,2024-06-22,possible venting from flaring dataset,
1944,5.550480522631585,104.77327893259844,2025-02-08,2025-02-12,possible venting from flaring dataset,
1945,5.550480522631585,104.77327893259844,2025-06-30,2025-07-02,possible venting from flaring dataset,
1946,5.568070105911247,104.58536844425473,2020-01-06,2020-01-10,possible venting from flaring dataset,
1947,5.568070105911247,104.58536844425473,2020-01-16,2020-01-20,possible venting from flaring dataset,
1948,5.568070105911247,104.58536844425473,2020-03-11,2020-03-15,possible venting from flaring dataset,
1949,5.568070105911247,104.58536844425473,2020-04-15,2020-05-09,possible venting from flaring dataset,
1950,5.568070105911247,104.58536844425473,2020-06-19,2020-06-23,possible venting from flaring dataset,
1951,5.568070105911247,104.58536844425473,2020-08-18,2020-08-22,possible venting from flaring dataset,
1952,5.568070105911247,104.58536844425473,2020-08-28,2020-09-06,possible venting from flaring dataset,
1953,5.568070105911247,104.58536844425473,2020-09-12,2020-09-16,possible venting from flaring dataset,
1954,5.568070105911247,104.58536844425473,2020-09-22,2020-09-26,possible venting from flaring dataset,
1955,5.568070105911247,104.58536844425473,2020-11-16,2020-11-25,possible venting from flaring dataset,
1956,5.568070105911247,104.58536844425473,2020-12-06,2020-12-10,possible venting from flaring dataset,
1957,5.568070105911247,104.58536844425473,2021-02-04,2021-02-08,possible venting from flaring dataset,
1958,5.568070105911247,104.58536844425473,2021-02-19,2021-02-28,possible venting from flaring dataset,
1959,5.568070105911247,104.58536844425473,2021-03-21,2021-04-14,possible venting from flaring dataset,
1960,5.568070105911247,104.58536844425473,2021-04-20,2021-04-24,possible venting from flaring dataset,
1961,5.568070105911247,104.58536844425473,2021-05-05,2021-05-14,possible venting from flaring dataset,
1962,5.568070105911247,104.58536844425473,2021-06-09,2021-07-08,possible venting from flaring dataset,
1963,5.568070105911247,104.58536844425473,2021-09-07,2021-09-26,possible venting from flaring dataset,
1964,5.568070105911247,104.58536844425473,2021-10-07,2021-10-16,possible venting from flaring dataset,
1965,5.568070105911247,104.58536844425473,2021-11-16,2021-11-20,possible venting from flaring dataset,
1966,5.568070105911247,104.58536844425473,2022-04-15,2022-04-19,possible venting from flaring dataset,
1967,5.568070105911247,104.58536844425473,2022-06-14,2022-06-18,possible venting from flaring dataset,
1968,5.568070105911247,104.58536844425473,2022-11-06,2022-11-15,possible venting from flaring dataset,
1969,5.568070105911247,104.58536844425473,2022-12-06,2022-12-10,possible venting from flaring dataset,
1970,5.568070105911247,104.58536844425473,2022-12-16,2022-12-20,possible venting from flaring dataset,
1971,5.568070105911247,104.58536844425473,2023-01-15,2023-01-19,possible venting from flaring dataset,
1972,5.568070105911247,104.58536844425473,2023-02-04,2023-02-28,possible venting from flaring dataset,
1973,5.568070105911247,104.58536844425473,2023-03-16,2023-03-20,possible venting from flaring dataset,
1974,5.568070105911247,104.58536844425473,2023-05-10,2023-05-24,possible venting from flaring dataset,
1975,5.568070105911247,104.58536844425473,2023-08-03,2023-08-07,possible venting from flaring dataset,
1976,5.568070105911247,104.58536844425473,2023-09-17,2023-09-26,possible venting from flaring dataset,
1977,5.568070105911247,104.58536844425473,2023-10-07,2023-10-11,possible venting from flaring dataset,
1978,5.568070105911247,104.58536844425473,2023-11-06,2023-11-10,possible venting from flaring dataset,
1979,5.568070105911247,104.58536844425473,2023-11-16,2023-11-20,possible venting from flaring dataset,
1980,5.568070105911247,104.58536844425473,2024-01-30,2024-02-08,possible venting from flaring dataset,
1981,5.568070105911247,104.58536844425473,2024-02-24,2024-02-28,possible venting from flaring dataset,
1982,5.568070105911247,104.58536844425473,2024-03-05,2024-03-19,possible venting from flaring dataset,
1983,5.568070105911247,104.58536844425473,2024-03-25,2024-04-08,possible venting from flaring dataset,
1984,5.568070105911247,104.58536844425473,2024-04-19,2024-05-08,possible venting from flaring dataset,
1985,5.568070105911247,104.58536844425473,2024-06-08,2024-06-27,possible venting from flaring dataset,
1986,5.568070105911247,104.58536844425473,2024-07-23,2024-08-06,possible venting from flaring dataset,
1987,5.568070105911247,104.58536844425473,2024-08-12,2024-08-16,possible venting from flaring dataset,
1988,5.568070105911247,104.58536844425473,2024-08-22,2024-08-26,possible venting from flaring dataset,
1989,5.568070105911247,104.58536844425473,2024-10-01,2024-10-05,possible venting from flaring dataset,
1990,5.568070105911247,104.58536844425473,2024-10-11,2024-10-15,possible venting from flaring dataset,
1991,5.568070105911247,104.58536844425473,2024-10-26,2024-11-09,possible venting from flaring dataset,
1992,5.568070105911247,104.58536844425473,2024-12-15,2025-01-03,possible venting from flaring dataset,
1993,5.568070105911247,104.58536844425473,2025-03-05,2025-03-09,possible venting from flaring dataset,
1994,5.568070105911247,104.58536844425473,2025-04-09,2025-04-13,possible venting from flaring dataset,
1995,5.568070105911247,104.58536844425473,2025-04-19,2025-04-28,possible venting from flaring dataset,
1996,5.568070105911247,104.58536844425473,2025-05-04,2025-05-13,possible venting from flaring dataset,
1997,5.568070105911247,104.58536844425473,2025-05-19,2025-05-28,possible venting from flaring dataset,
1998,5.568070105911247,104.58536844425473,2025-06-30,2025-07-02,possible venting from flaring dataset,
1999,5.583164726870383,104.57920782735506,2020-01-06,2020-01-25,possible venting from flaring dataset,
2000,5.583164726870383,104.57920782735506,2020-01-31,2020-02-09,possible venting from flaring dataset,
