sgi,glint_alpha,sid
-0.4291356824473911,27.845758,20230502T162839_20230502T164454_T15QWB
-0.4775960937377627,23.38772,20230502T162839_20230502T164454_T15QWB
-0.4728560295828484,29.023169,20230502T162839_20230502T164454_T15QWB
-0.5305435286473755,22.893948,20230502T162839_20230502T164454_T15QWB
-0.45549940159356717,22.413944,20230502T162839_20230502T164454_T15QWB
-0.5109170293498957,25.973295,20230502T162839_20230502T164454_T15QWB
-0.5383087787510281,31.194347,20230502T162839_20230502T164454_T15QWB
-0.4745445924027882,30.21812,20230502T162839_20230502T164454_T15QWB
-0.5104213052105147,28.80536,20230502T162839_20230502T164454_T15QWB
-0.537952747291312,22.893948,20230502T162839_20230502T164454_T15QWB
-0.4781962111305858,30.21812,20230502T162839_20230502T164454_T15QWB
-0.43642509865010004,26.30976,20230502T162839_20230502T164454_T15QWB
-0.47218789976934056,25.162193,20230502T162839_20230502T164454_T15QWB
-0.4670406760696723,30.646498,20230502T162839_20230502T164454_T15QWB
-0.4978540889185534,29.085253,20230502T162839_20230502T164454_T15QWB
-0.5361139146058462,30.66991,20230502T162839_20230502T164454_T15QWB
-0.528564236459863,28.15694,20230502T162839_20230502T164454_T15QWB
-0.42379470603527863,22.855835,20230502T162839_20230502T164454_T15QWB
-0.5039530067131464,24.863655,20230502T162839_20230502T164454_T15QWB
-0.4788391797117896,23.825949,20230502T162839_20230502T164454_T15QWB
-0.46638294855681617,28.220287,20230502T162839_20230502T164454_T15QWB
-0.49804976916753196,27.086138,20230502T162839_20230502T164454_T15QWB
-0.5289773692657279,29.535713,20230502T162839_20230502T164454_T15QWB
-0.4676753994543777,27.16765,20230502T162839_20230502T164454_T15QWB
-0.5462012394545647,29.811687,20230502T162839_20230502T164454_T15QWB
-0.5059634731607895,22.895975,20230502T162839_20230502T164454_T15QWB
-0.48428226363941496,23.604729,20230502T162839_20230502T164454_T15QWB
-0.46954667199612865,29.30068,20230502T162839_20230502T164454_T15QWB
-0.47012809111787474,29.756111,20230502T162839_20230502T164454_T15QWB
-0.48460508818303255,24.803392,20230502T162839_20230502T164454_T15QWB
-0.4985130879172289,29.085253,20230502T162839_20230502T164454_T15QWB
-0.49679075087410424,24.98352,20230502T162839_20230502T164454_T15QWB
-0.47007116723528414,25.053806,20230502T162839_20230502T164454_T15QWB
-0.5080031378069075,23.08138,20230502T162839_20230502T164454_T15QWB
-0.4680188853480862,29.992233,20230502T162839_20230502T164454_T15QWB
-0.4914665907254886,29.261354,20230502T162839_20230502T164454_T15QWB
-0.5121593995456565,30.062895,20230502T162839_20230502T164454_T15QWB
-0.45113198836985374,24.07719,20230502T162839_20230502T164454_T15QWB
-0.4712824820175609,29.083712,20230502T162839_20230502T164454_T15QWB
-0.5142325623836543,31.016577,20230502T162839_20230502T164454_T15QWB
-0.5118674438582224,29.965557,20230502T162839_20230502T164454_T15QWB
-0.4955499004402568,27.59755,20230502T162839_20230502T164454_T15QWB
-0.5,30.532051,20230502T162839_20230502T164454_T15QWB
-0.5421130644436404,29.114513,20230502T162839_20230502T164454_T15QWB
-0.5051669634424435,25.676275,20230502T162839_20230502T164454_T15QWB
-0.5012748623228858,25.2618,20230502T162839_20230502T164454_T15QWB
-0.46182155037529643,25.758007,20230502T162839_20230502T164454_T15QWB
-0.5398772683647561,24.460545,20230502T162839_20230502T164454_T15QWB
-0.4478408453246204,25.835157,20230502T162839_20230502T164454_T15QWB
-0.5103040343092164,25.016499,20230502T162839_20230502T164454_T15QWB
-0.48417986135964475,23.612097,20230502T162839_20230502T164454_T15QWB
-0.4844961144235899,23.91933,20230502T162839_20230502T164454_T15QWB
-0.4723199263158104,23.014826,20230502T162839_20230502T164454_T15QWB
-0.49598069940346245,30.452045,20230502T162839_20230502T164454_T15QWB
-0.5186585603662938,30.200407,20230502T162839_20230502T164454_T15QWB
-0.44348578663523325,25.659441,20230502T162839_20230502T164454_T15QWB
-0.46012794823165076,24.668892,20230502T162839_20230502T164454_T15QWB
-0.47941930441875613,26.547184,20230502T162839_20230502T164454_T15QWB
-0.5025958772659144,28.959785,20230502T162839_20230502T164454_T15QWB
-0.5399617319361059,24.02366,20230502T162839_20230502T164454_T15QWB
-0.5127183586834317,29.052397,20230502T162839_20230502T164454_T15QWB
-0.4655590943194356,30.14415,20230502T162839_20230502T164454_T15QWB
-0.5323088101972282,27.260115,20230502T162839_20230502T164454_T15QWB
-0.5125858335224039,26.7848,20230502T162839_20230502T164454_T15QWB
-0.49482781227463873,29.22073,20230502T162839_20230502T164454_T15QWB
-0.5124667892330068,31.05693,20230502T162839_20230502T164454_T15QWB
-0.533103222141718,29.576103,20230502T162839_20230502T164454_T15QWB
-0.4995034672453375,29.895252,20230502T162839_20230502T164454_T15QWB
-0.5377489510736506,30.86333,20230502T162839_20230502T164454_T15QWB
-0.5152051120045134,28.8376,20230502T162839_20230502T164454_T15QWB
-0.5004840028495118,25.973295,20230502T162839_20230502T164454_T15QWB
-0.4736841882141774,26.095438,20230502T162839_20230502T164454_T15QWB
-0.5399361125792749,25.420311,20230502T162839_20230502T164454_T15QWB
-0.5285812016863425,24.963177,20230502T162839_20230502T164454_T15QWB
-0.49409998642638775,25.053806,20230502T162839_20230502T164454_T15QWB
-0.5060112781899899,28.527166,20230502T162839_20230502T164454_T15QWB
-0.4764241581364513,24.57496,20230502T162839_20230502T164454_T15QWB
-0.512291839997164,26.645845,20230502T162839_20230502T164454_T15QWB
-0.544761136502208,24.97579,20230502T162839_20230502T164454_T15QWB
-0.4157836864213085,23.04262,20230502T162839_20230502T164454_T15QWB
-0.5821943072707585,23.241299,20230502T162839_20230502T164454_T15QWB
-0.5166310734906435,28.774717,20230502T162839_20230502T164454_T15QWB
-0.4970199463089029,30.919773,20230502T162839_20230502T164454_T15QWB
-0.4716663061445679,24.137049,20230502T162839_20230502T164454_T15QWB
-0.4296446018301497,26.765705,20230502T162839_20230502T164454_T15QWB
-0.5201128870752775,24.863655,20230502T162839_20230502T164454_T15QWB
-0.48164312220960087,30.023296,20230502T162839_20230502T164454_T15QWB
-0.5377835469213128,29.67355,20230502T162839_20230502T164454_T15QWB
-0.5485021623157297,28.929947,20230502T162839_20230502T164454_T15QWB
-0.4666363731159949,31.07395,20230502T162839_20230502T164454_T15QWB
-0.5281645566374576,28.774717,20230502T162839_20230502T164454_T15QWB
-0.5001867898408787,26.686296,20230502T162839_20230502T164454_T15QWB
-0.521142239025829,22.932638,20230502T162839_20230502T164454_T15QWB
-0.5330049220295302,26.072393,20230502T162839_20230502T164454_T15QWB
-0.5186246368528162,26.292309,20230502T162839_20230502T164454_T15QWB
-0.529055876792899,30.006071,20230502T162839_20230502T164454_T15QWB
-0.5116366702759196,31.346857,20230502T162839_20230502T164454_T15QWB
-0.4795217591588194,30.185947,20230502T162839_20230502T164454_T15QWB
-0.4863864334714482,24.57496,20230502T162839_20230502T164454_T15QWB
-0.45953864072762407,23.174145,20230502T162839_20230502T164454_T15QWB
-0.5664247355702191,21.71561,20230502T162839_20230502T164454_T15QWB
-0.5158213608260986,29.770874,20230502T162839_20230502T164454_T15QWB
-0.5224719034105054,26.7848,20230502T162839_20230502T164454_T15QWB
-0.44295916261970264,22.883419,20230502T162839_20230502T164454_T15QWB
-0.453083125509037,30.089054,20230502T162839_20230502T164454_T15QWB
-0.4831378518673557,25.222792,20230502T162839_20230502T164454_T15QWB
-0.48016799233747953,26.468586,20230502T162839_20230502T164454_T15QWB
-0.47819696357457453,30.518198,20230502T162839_20230502T164454_T15QWB
-0.5273030400605836,23.86409,20230502T162839_20230502T164454_T15QWB
-0.4820339226195332,24.357113,20230502T162839_20230502T164454_T15QWB
-0.5241922884899878,29.90882,20230502T162839_20230502T164454_T15QWB
-0.3747529220436145,23.229725,20230502T162839_20230502T164454_T15QWB
-0.4301430486862785,29.31499,20230502T162839_20230502T164454_T15QWB
-0.5001659503674127,22.314127,20230502T162839_20230502T164454_T15QWB
-0.5033853762100502,30.185947,20230502T162839_20230502T164454_T15QWB
-0.49767442263417,24.32846,20230502T162839_20230502T164454_T15QWB
-0.44685078364661635,24.51471,20230502T162839_20230502T164454_T15QWB
-0.4882539706567758,24.39409,20230502T162839_20230502T164454_T15QWB
-0.44493794318987534,26.095438,20230502T162839_20230502T164454_T15QWB
-0.5128027784426297,25.14086,20230502T162839_20230502T164454_T15QWB
-0.48034885164358193,29.422817,20230502T162839_20230502T164454_T15QWB
-0.5171614408413377,24.32846,20230502T162839_20230502T164454_T15QWB
-0.5070603098198174,24.923798,20230502T162839_20230502T164454_T15QWB
-0.5233589683673516,26.547184,20230502T162839_20230502T164454_T15QWB
-0.4841431642389171,30.14415,20230502T162839_20230502T164454_T15QWB
-0.4762865915789494,27.2252,20230502T162839_20230502T164454_T15QWB
-0.5797468514401182,23.08138,20230502T162839_20230502T164454_T15QWB
-0.47370777026351146,24.731264,20230502T162839_20230502T164454_T15QWB
-0.4899514878403868,25.339264,20230502T162839_20230502T164454_T15QWB
-0.49513742103851344,24.39409,20230502T162839_20230502T164454_T15QWB
-0.4724292050933579,30.646498,20230502T162839_20230502T164454_T15QWB
-0.5267433980641,28.589787,20230502T162839_20230502T164454_T15QWB
-0.5014560308368103,27.049536,20230502T162839_20230502T164454_T15QWB
-0.5233927613080276,28.49741,20230502T162839_20230502T164454_T15QWB
-0.4926870044375322,28.65116,20230502T162839_20230502T164454_T15QWB
-0.47127271495771794,30.549208,20230502T162839_20230502T164454_T15QWB
-0.5122967772799155,23.294407,20230502T162839_20230502T164454_T15QWB
-0.5457446821580353,28.063585,20230502T162839_20230502T164454_T15QWB
-0.5009746511310528,24.48689,20230502T162839_20230502T164454_T15QWB
-0.5074701982093317,27.59755,20230502T162839_20230502T164454_T15QWB
-0.5050593801103919,24.863655,20230502T162839_20230502T164454_T15QWB
-0.4630021194931942,28.12795,20230502T162839_20230502T164454_T15QWB
-0.49263292210677984,24.902712,20230502T162839_20230502T164454_T15QWB
-0.47711783111064937,26.232023,20230502T162839_20230502T164454_T15QWB
-0.4835142765415918,23.70496,20230502T162839_20230502T164454_T15QWB
-0.4988696256476271,31.11343,20230502T162839_20230502T164454_T15QWB
-0.5193712839804727,28.898094,20230502T162839_20230502T164454_T15QWB
-0.527981663369443,23.360046,20230502T162839_20230502T164454_T15QWB
-0.5129993495269992,23.86409,20230502T162839_20230502T164454_T15QWB
-0.5357678668817111,30.629036,20230502T162839_20230502T164454_T15QWB
-0.45240064276060293,23.761795,20230502T162839_20230502T164454_T15QWB
-0.42136622069311025,26.095438,20230502T162839_20230502T164454_T15QWB
-0.5214804722397667,24.8847,20230502T162839_20230502T164454_T15QWB
-0.5263659493506546,23.148825,20230502T162839_20230502T164454_T15QWB
-0.5071536675349647,28.745413,20230502T162839_20230502T164454_T15QWB
-0.493344429450478,28.837048,20230502T162839_20230502T164454_T15QWB
-0.48526442000376246,23.201065,20230502T162839_20230502T164454_T15QWB
-0.5041938678528806,27.694357,20230502T162839_20230502T164454_T15QWB
-0.44962814475636437,24.137049,20230502T162839_20230502T164454_T15QWB
-0.5009534983755559,27.318214,20230502T162839_20230502T164454_T15QWB
-0.5364391119183032,24.863655,20230502T162839_20230502T164454_T15QWB
-0.5153916622384138,29.770874,20230502T162839_20230502T164454_T15QWB
-0.46676426818399325,26.765705,20230502T162839_20230502T164454_T15QWB
-0.5042335748512431,27.566948,20230502T162839_20230502T164454_T15QWB
-0.48607069474624653,24.98352,20230502T162839_20230502T164454_T15QWB
-0.5257130107665322,24.579773,20230502T162839_20230502T164454_T15QWB
-0.5592048289499609,30.379505,20230502T162839_20230502T164454_T15QWB
-0.5643564210360144,23.586351,20230502T162839_20230502T164454_T15QWB
-0.48312540342839616,30.023296,20230502T162839_20230502T164454_T15QWB
-0.5047579410124391,25.008898,20230502T162839_20230502T164454_T15QWB
-0.5121405750285382,28.15674,20230502T162839_20230502T164454_T15QWB
-0.4891304308703106,22.883419,20230502T162839_20230502T164454_T15QWB
-0.4766066808110223,26.210823,20230502T162839_20230502T164454_T15QWB
-0.4995744688136376,30.919773,20230502T162839_20230502T164454_T15QWB
-0.5575562613456649,27.143347,20230502T162839_20230502T164454_T15QWB
-0.5490707365396301,31.332155,20230502T162839_20230502T164454_T15QWB
-0.5354416815779834,31.290861,20230502T162839_20230502T164454_T15QWB
-0.37871523861656153,24.106314,20230502T162839_20230502T164454_T15QWB
-0.5064442721980139,22.05556,20230502T162839_20230502T164454_T15QWB
-0.4893887808960534,25.28035,20230502T162839_20230502T164454_T15QWB
-0.5164206249459874,29.14495,20230502T162839_20230502T164454_T15QWB
-0.4607128813870572,24.07719,20230502T162839_20230502T164454_T15QWB
-0.47243106631602566,24.293589,20230502T162839_20230502T164454_T15QWB
-0.5320271235944363,27.786772,20230502T162839_20230502T164454_T15QWB
-0.4408498080000423,25.73601,20230502T162839_20230502T164454_T15QWB
-0.5052048027085585,28.682274,20230502T162839_20230502T164454_T15QWB
-0.4677476530146225,29.422817,20230502T162839_20230502T164454_T15QWB
-0.5284815266935317,29.340612,20230502T162839_20230502T164454_T15QWB
-0.5404195152890555,25.001959,20230502T162839_20230502T164454_T15QWB
-0.5397474087090757,27.694357,20230502T162839_20230502T164454_T15QWB
-0.45168728006947545,25.775236,20230502T162839_20230502T164454_T15QWB
-0.5091116438907745,27.049536,20230502T162839_20230502T164454_T15QWB
-0.45024505114097824,23.855486,20230502T162839_20230502T164454_T15QWB
-0.5156430902402183,25.758007,20230502T162839_20230502T164454_T15QWB
-0.4779638962847927,25.796934,20230502T162839_20230502T164454_T15QWB
-0.48448979607662623,25.162193,20230502T162839_20230502T164454_T15QWB
-0.5168972497954111,31.250275,20230502T162839_20230502T164454_T15QWB
-0.5314113511890317,26.686296,20230502T162839_20230502T164454_T15QWB
-0.4930924866618481,25.697596,20230502T162839_20230502T164454_T15QWB
-0.5442080535982419,22.98858,20230502T162839_20230502T164454_T15QWB
-0.48926088255318884,27.815628,20230502T162839_20230502T164454_T15QWB
-0.5561357757204881,31.05693,20230502T162839_20230502T164454_T15QWB
-0.5430267154160138,30.808071,20230502T162839_20230502T164454_T15QWB
-0.513951389489652,26.84333,20230502T162839_20230502T164454_T15QWB
-0.4670874498065196,25.438358,20230502T162839_20230502T164454_T15QWB
-0.5137707116406277,29.950142,20230502T162839_20230502T164454_T15QWB
-0.538683318063999,22.155159,20230502T162839_20230502T164454_T15QWB
-0.5320209432412274,24.199917,20230502T162839_20230502T164454_T15QWB
-0.49971394596725194,30.850248,20230502T162839_20230502T164454_T15QWB
-0.5201442894803779,26.072393,20230502T162839_20230502T164454_T15QWB
-0.5014864468125151,30.711496,20230502T162839_20230502T164454_T15QWB
-0.4762445801853614,23.604729,20230502T162839_20230502T164454_T15QWB
-0.4961607844267118,28.312664,20230502T162839_20230502T164454_T15QWB
-0.512263509333066,30.35472,20230502T162839_20230502T164454_T15QWB
-0.5066020390109076,28.312664,20230502T162839_20230502T164454_T15QWB
-0.41149535632390954,25.659441,20230502T162839_20230502T164454_T15QWB
-0.38869157535609616,23.229725,20230502T162839_20230502T164454_T15QWB
-0.5455950737452869,22.354343,20230502T162839_20230502T164454_T15QWB
-0.42361947587192067,26.432652,20230502T162839_20230502T164454_T15QWB
-0.48838456785562007,30.35472,20230502T162839_20230502T164454_T15QWB
-0.5271304144542,27.87924,20230502T162839_20230502T164454_T15QWB
-0.531204671524701,25.04178,20230502T162839_20230502T164454_T15QWB
-0.4948154110947426,25.06275,20230502T162839_20230502T164454_T15QWB
-0.5328173644933906,22.254688,20230502T162839_20230502T164454_T15QWB
-0.47014925243467004,24.116087,20230502T162839_20230502T164454_T15QWB
-0.49632354935141326,30.782845,20230502T162839_20230502T164454_T15QWB
-0.47577552327085953,31.07395,20230502T162839_20230502T164454_T15QWB
-0.5155003119991007,27.381363,20230502T162839_20230502T164454_T15QWB
-0.4904491162508386,30.023296,20230502T162839_20230502T164454_T15QWB
-0.5064516317745993,28.80536,20230502T162839_20230502T164454_T15QWB
-0.4936778376993496,30.062895,20230502T162839_20230502T164454_T15QWB
-0.5003581422395793,22.92175,20230502T162839_20230502T164454_T15QWB
-0.5133149792946212,22.803446,20230502T162839_20230502T164454_T15QWB
-0.47514214285820194,29.261354,20230502T162839_20230502T164454_T15QWB
-0.5289537549876291,31.097761,20230502T162839_20230502T164454_T15QWB
-0.5178640452769664,30.822784,20230502T162839_20230502T164454_T15QWB
-0.48553827415330775,25.12411,20230502T162839_20230502T164454_T15QWB
-0.5440231364948945,30.39451,20230502T162839_20230502T164454_T15QWB
-0.44915415485023535,23.732544,20230502T162839_20230502T164454_T15QWB
-0.5049148534938924,27.783827,20230502T162839_20230502T164454_T15QWB
-0.4961103385656537,26.84333,20230502T162839_20230502T164454_T15QWB
-0.46392961897336504,24.785778,20230502T162839_20230502T164454_T15QWB
-0.5495818428556445,23.586351,20230502T162839_20230502T164454_T15QWB
-0.49926651857924315,27.318214,20230502T162839_20230502T164454_T15QWB
-0.5369618278008748,30.629036,20230502T162839_20230502T164454_T15QWB
-0.4899671581875469,26.210823,20230502T162839_20230502T164454_T15QWB
-0.4804025503835416,30.42161,20230502T162839_20230502T164454_T15QWB
-0.5047754743623528,29.398352,20230502T162839_20230502T164454_T15QWB
-0.4660480956499938,24.106314,20230502T162839_20230502T164454_T15QWB
-0.5208430909548651,25.10133,20230502T162839_20230502T164454_T15QWB
-0.4708818827440671,25.835157,20230502T162839_20230502T164454_T15QWB
-0.5288986080641866,26.5878,20230502T162839_20230502T164454_T15QWB
-0.4858934266290809,31.11343,20230502T162839_20230502T164454_T15QWB
-0.4721237475407141,26.567617,20230502T162839_20230502T164454_T15QWB
-0.4957482827670842,28.990845,20230502T162839_20230502T164454_T15QWB
-0.48373982703598156,24.450539,20230502T162839_20230502T164454_T15QWB
-0.44902816696174186,23.792704,20230502T162839_20230502T164454_T15QWB
-0.46601942374616273,23.949223,20230502T162839_20230502T164454_T15QWB
-0.5202455862129907,30.324976,20230502T162839_20230502T164454_T15QWB
-0.5150331828670974,26.727505,20230502T162839_20230502T164454_T15QWB
-0.4814321611070324,25.361406,20230502T162839_20230502T164454_T15QWB
-0.5021354504133765,26.5878,20230502T162839_20230502T164454_T15QWB
-0.4826828497920647,30.324976,20230502T162839_20230502T164454_T15QWB
-0.4575273075101313,24.668892,20230502T162839_20230502T164454_T15QWB
-0.4834215572715523,29.59375,20230502T162839_20230502T164454_T15QWB
-0.4584809155188639,27.28795,20230502T162839_20230502T164454_T15QWB
-0.5319721316770362,31.250275,20230502T162839_20230502T164454_T15QWB
-0.5168767918206625,23.612097,20230502T162839_20230502T164454_T15QWB
-0.4733317272083392,30.089054,20230502T162839_20230502T164454_T15QWB
-0.504051854798656,24.942633,20230502T162839_20230502T164454_T15QWB
-0.477157379329907,30.685764,20230502T162839_20230502T164454_T15QWB
-0.46430116916243114,30.14415,20230502T162839_20230502T164454_T15QWB
-0.48199621145283633,24.01278,20230502T162839_20230502T164454_T15QWB
-0.5342776226567258,31.290861,20230502T162839_20230502T164454_T15QWB
-0.48557158293515806,28.124792,20230502T162839_20230502T164454_T15QWB
-0.52244896624844,24.450539,20230502T162839_20230502T164454_T15QWB
-0.5112500044237823,25.716702,20230502T162839_20230502T164454_T15QWB
-0.46632124089804106,23.792704,20230502T162839_20230502T164454_T15QWB
-0.5659098596138677,30.850248,20230502T162839_20230502T164454_T15QWB
-0.4957165931566562,25.14086,20230502T162839_20230502T164454_T15QWB
-0.49085948684089975,22.895975,20230502T162839_20230502T164454_T15QWB
-0.481081063121318,25.478296,20230502T162839_20230502T164454_T15QWB
-0.48895138965267443,23.546135,20230502T162839_20230502T164454_T15QWB
-0.5318514002251447,31.05693,20230502T162839_20230502T164454_T15QWB
-0.510310171762155,27.63027,20230502T162839_20230502T164454_T15QWB
-0.49398946361359664,25.222792,20230502T162839_20230502T164454_T15QWB
-0.5170446211116311,22.803446,20230502T162839_20230502T164454_T15QWB
-0.5317891949599375,29.90882,20230502T162839_20230502T164454_T15QWB
-0.5195659234430796,29.381386,20230502T162839_20230502T164454_T15QWB
-0.5033738176706827,29.14495,20230502T162839_20230502T164454_T15QWB
-0.5682955128944133,23.426483,20230502T162839_20230502T164454_T15QWB
-0.48370559954638487,31.307066,20230502T162839_20230502T164454_T15QWB
-0.5191474967412703,28.093842,20230502T162839_20230502T164454_T15QWB
-0.5025224767633069,25.537622,20230502T162839_20230502T164454_T15QWB
-0.44600165472915326,25.14086,20230502T162839_20230502T164454_T15QWB
-0.4870737719300314,26.705164,20230502T162839_20230502T164454_T15QWB
-0.5006170404675937,28.465313,20230502T162839_20230502T164454_T15QWB
-0.5118977065448069,29.965557,20230502T162839_20230502T164454_T15QWB
-0.4856003581824558,25.775236,20230502T162839_20230502T164454_T15QWB
-0.549746271808115,22.803446,20230502T162839_20230502T164454_T15QWB
-0.46088510035386093,26.530926,20230502T162839_20230502T164454_T15QWB
-0.5263157795164033,30.39451,20230502T162839_20230502T164454_T15QWB
-0.5026014523786473,27.260115,20230502T162839_20230502T164454_T15QWB
-0.4991619221043696,27.59755,20230502T162839_20230502T164454_T15QWB
-0.5242386088089144,27.87924,20230502T162839_20230502T164454_T15QWB
-0.514405088135396,25.008898,20230502T162839_20230502T164454_T15QWB
-0.5384615248266078,27.288584,20230502T162839_20230502T164454_T15QWB
-0.49674007228179184,26.033632,20230502T162839_20230502T164454_T15QWB
-0.5055770216967592,25.438358,20230502T162839_20230502T164454_T15QWB
-0.5117674131618855,30.39451,20230502T162839_20230502T164454_T15QWB
-0.506268524763661,25.478296,20230502T162839_20230502T164454_T15QWB
-0.5381355877022327,29.085253,20230502T162839_20230502T164454_T15QWB
-0.5053085573096185,21.914967,20230502T162839_20230502T164454_T15QWB
-0.5393623871310685,29.811687,20230502T162839_20230502T164454_T15QWB
-0.46996468740775005,28.990845,20230502T162839_20230502T164454_T15QWB
-0.4837810243000141,30.21812,20230502T162839_20230502T164454_T15QWB
-0.5002669459991405,25.361406,20230502T162839_20230502T164454_T15QWB
-0.4738887459820341,30.21812,20230502T162839_20230502T164454_T15QWB
-0.5171076132840751,29.965557,20230502T162839_20230502T164454_T15QWB
-0.513313830059989,29.30068,20230502T162839_20230502T164454_T15QWB
-0.517184620787221,22.828836,20230502T162839_20230502T164454_T15QWB
-0.47657513749699904,23.604729,20230502T162839_20230502T164454_T15QWB
-0.5215571388844726,24.645658,20230502T162839_20230502T164454_T15QWB
-0.41823226326141594,26.74454,20230502T162839_20230502T164454_T15QWB
-0.5693832662828934,23.241299,20230502T162839_20230502T164454_T15QWB
-0.5458646719875389,28.774717,20230502T162839_20230502T164454_T15QWB
-0.4406119312753451,26.530926,20230502T162839_20230502T164454_T15QWB
-0.4399841588604634,22.973246,20230502T162839_20230502T164454_T15QWB
-0.48395218162273357,25.053806,20230502T162839_20230502T164454_T15QWB
-0.5064797954316168,30.435102,20230502T162839_20230502T164454_T15QWB
-0.436086285640603,24.01278,20230502T162839_20230502T164454_T15QWB
-0.5233327938790369,29.633286,20230502T162839_20230502T164454_T15QWB
-0.4819036645343069,29.023169,20230502T162839_20230502T164454_T15QWB
-0.49169860936532733,24.863655,20230502T162839_20230502T164454_T15QWB
-0.493841721644555,26.408588,20230502T162839_20230502T164454_T15QWB
-0.48267988950395174,22.883419,20230502T162839_20230502T164454_T15QWB
-0.483750003958121,23.70496,20230502T162839_20230502T164454_T15QWB
-0.5689341534907226,30.808071,20230502T162839_20230502T164454_T15QWB
-0.49111398731595923,28.124792,20230502T162839_20230502T164454_T15QWB
-0.5300527880543585,29.022226,20230502T162839_20230502T164454_T15QWB
-0.5000000093318895,28.312664,20230502T162839_20230502T164454_T15QWB
-0.534861730756496,25.001959,20230502T162839_20230502T164454_T15QWB
-0.41684245587571167,23.136078,20230502T162839_20230502T164454_T15QWB
-0.48080483155199527,28.990845,20230502T162839_20230502T164454_T15QWB
-0.49181319437751797,25.162193,20230502T162839_20230502T164454_T15QWB
-0.5305831999333399,26.390879,20230502T162839_20230502T164454_T15QWB
-0.508978758752817,27.877079,20230502T162839_20230502T164454_T15QWB
-0.4933035827508525,31.210274,20230502T162839_20230502T164454_T15QWB
-0.4904625169404828,22.155159,20230502T162839_20230502T164454_T15QWB
-0.4681470485071658,24.785778,20230502T162839_20230502T164454_T15QWB
-0.4720239075688109,26.27045,20230502T162839_20230502T164454_T15QWB
-0.45500741835988523,24.544052,20230502T162839_20230502T164454_T15QWB
-0.5475871129923994,30.904682,20230502T162839_20230502T164454_T15QWB
-0.5376958522459627,28.8376,20230502T162839_20230502T164454_T15QWB
-0.4561541199642082,24.231007,20230502T162839_20230502T164454_T15QWB
-0.5118171197935395,26.547184,20230502T162839_20230502T164454_T15QWB
-0.5409232881168587,28.404968,20230502T162839_20230502T164454_T15QWB
-0.5520425719351153,29.228338,20230502T162839_20230502T164454_T15QWB
-0.4739610736760704,25.025002,20230502T162839_20230502T164454_T15QWB
-0.47348836513001447,26.567617,20230502T162839_20230502T164454_T15QWB
-0.5295088993577795,23.86409,20230502T162839_20230502T164454_T15QWB
-0.49428266534571025,31.07395,20230502T162839_20230502T164454_T15QWB
-0.46724646794508135,27.135687,20230502T162839_20230502T164454_T15QWB
-0.4373843416333304,26.210823,20230502T162839_20230502T164454_T15QWB
-0.46656997012079326,26.210823,20230502T162839_20230502T164454_T15QWB
-0.4944102999421872,27.970366,20230502T162839_20230502T164454_T15QWB
-0.5036764643780753,22.828836,20230502T162839_20230502T164454_T15QWB
-0.4861730447559244,26.547184,20230502T162839_20230502T164454_T15QWB
-0.4979505189924492,30.282698,20230502T162839_20230502T164454_T15QWB
-0.5252525568002331,28.527166,20230502T162839_20230502T164454_T15QWB
-0.466491455648071,24.231007,20230502T162839_20230502T164454_T15QWB
-0.5001593068923649,27.694357,20230502T162839_20230502T164454_T15QWB
-0.5234425433554281,22.828836,20230502T162839_20230502T164454_T15QWB
-0.47817045643327066,26.448519,20230502T162839_20230502T164454_T15QWB
-0.47126435687881757,25.300001,20230502T162839_20230502T164454_T15QWB
-0.45989376728241965,30.711496,20230502T162839_20230502T164454_T15QWB
-0.5176490422499631,27.25588,20230502T162839_20230502T164454_T15QWB
-0.5502958382058619,31.235765,20230502T162839_20230502T164454_T15QWB
-0.4923732016893207,26.033632,20230502T162839_20230502T164454_T15QWB
-0.4746767472700256,28.376596,20230502T162839_20230502T164454_T15QWB
-0.4673571358089241,23.481098,20230502T162839_20230502T164454_T15QWB
-0.49682219623970314,27.943472,20230502T162839_20230502T164454_T15QWB
-0.5200416255134565,27.93877,20230502T162839_20230502T164454_T15QWB
-0.46388101485984545,30.12079,20230502T162839_20230502T164454_T15QWB
-0.5213291514177063,29.438158,20230502T162839_20230502T164454_T15QWB
-0.5084285042992663,27.381363,20230502T162839_20230502T164454_T15QWB
-0.5265200495020249,28.993206,20230502T162839_20230502T164454_T15QWB
-0.535133335090086,29.243002,20230502T162839_20230502T164454_T15QWB
-0.5360360272489044,24.02366,20230502T162839_20230502T164454_T15QWB
-0.487611023536503,28.220287,20230502T162839_20230502T164454_T15QWB
-0.5496011306534817,26.292309,20230502T162839_20230502T164454_T15QWB
-0.43259555594599064,24.785778,20230502T162839_20230502T164454_T15QWB
-0.4739336535168841,29.422817,20230502T162839_20230502T164454_T15QWB
-0.47345719589617874,24.51471,20230502T162839_20230502T164454_T15QWB
-0.5240572075268839,29.340612,20230502T162839_20230502T164454_T15QWB
-0.48625047449750164,29.31499,20230502T162839_20230502T164454_T15QWB
-0.5348736760991322,24.645658,20230502T162839_20230502T164454_T15QWB
-0.49637680662232414,25.519112,20230502T162839_20230502T164454_T15QWB
-0.4870748268633363,28.898094,20230502T162839_20230502T164454_T15QWB
-0.47027869542669243,25.716702,20230502T162839_20230502T164454_T15QWB
