sgi,glint_alpha,sid
-0.6973094101344246,30.366299,20230830T162839_20230830T164019_T15QWB
-0.5973422070986162,27.667568,20230830T162839_20230830T164019_T15QWB
-0.7929334542675187,32.963623,20230830T162839_20230830T164019_T15QWB
-0.6975169341987163,30.013393,20230830T162839_20230830T164019_T15QWB
-0.6014635264135724,26.473642,20230830T162839_20230830T164019_T15QWB
-0.6980161648789943,30.264894,20230830T162839_20230830T164019_T15QWB
-0.638361631520793,26.289318,20230830T162839_20230830T164019_T15QWB
-0.7907262782552186,34.6162,20230830T162839_20230830T164019_T15QWB
-0.21968706176916297,34.302525,20230830T162839_20230830T164019_T15QWB
-0.6421725392984897,28.647533,20230830T162839_20230830T164019_T15QWB
-0.6925833019833667,29.802757,20230830T162839_20230830T164019_T15QWB
-0.5663295816436491,26.008892,20230830T162839_20230830T164019_T15QWB
-0.6801801647790778,30.013393,20230830T162839_20230830T164019_T15QWB
-0.7113402113326359,28.755013,20230830T162839_20230830T164019_T15QWB
-0.7793939266410629,34.106365,20230830T162839_20230830T164019_T15QWB
-0.758422349060142,33.042046,20230830T162839_20230830T164019_T15QWB
-0.747470647818702,31.62024,20230830T162839_20230830T164019_T15QWB
-0.7821297556868526,33.68928,20230830T162839_20230830T164019_T15QWB
-0.6801705825521005,28.962944,20230830T162839_20230830T164019_T15QWB
-0.44829137063464525,34.19328,20230830T162839_20230830T164019_T15QWB
-0.7623999977469444,32.396503,20230830T162839_20230830T164019_T15QWB
-0.69765791544034,28.858624,20230830T162839_20230830T164019_T15QWB
-0.45905922140782873,29.278584,20230830T162839_20230830T164019_T15QWB
-0.5947672578046393,26.186014,20230830T162839_20230830T164019_T15QWB
-0.7411106618834713,31.821154,20230830T162839_20230830T164019_T15QWB
-0.7334410237170407,30.94151,20230830T162839_20230830T164019_T15QWB
-0.7405791366353931,31.695688,20230830T162839_20230830T164019_T15QWB
-0.6942242274381278,31.896685,20230830T162839_20230830T164019_T15QWB
-0.7082728734002963,30.789309,20230830T162839_20230830T164019_T15QWB
-0.5952751045462396,26.65801,20230830T162839_20230830T164019_T15QWB
-0.559133477393889,25.68878,20230830T162839_20230830T164019_T15QWB
-0.7953144370554291,34.11471,20230830T162839_20230830T164019_T15QWB
-0.7578475409872663,33.457996,20230830T162839_20230830T164019_T15QWB
-0.7162629846991543,31.019043,20230830T162839_20230830T164019_T15QWB
-0.608582187366438,28.311195,20230830T162839_20230830T164019_T15QWB
-0.7365091024808458,30.79394,20230830T162839_20230830T164019_T15QWB
-0.7048808027582203,30.119873,20230830T162839_20230830T164019_T15QWB
-0.6995994675607612,29.282173,20230830T162839_20230830T164019_T15QWB
-0.7201233619690971,30.990948,20230830T162839_20230830T164019_T15QWB
-0.7367802643835496,29.98333,20230830T162839_20230830T164019_T15QWB
-0.6323628712288434,28.542294,20230830T162839_20230830T164019_T15QWB
-0.6403596405083544,27.296268,20230830T162839_20230830T164019_T15QWB
-0.7002096510555008,33.25834,20230830T162839_20230830T164019_T15QWB
-0.6358503651008064,28.75279,20230830T162839_20230830T164019_T15QWB
-0.7868649216643453,33.264763,20230830T162839_20230830T164019_T15QWB
-0.5872235902596105,26.11876,20230830T162839_20230830T164019_T15QWB
-0.7718344995434437,34.703323,20230830T162839_20230830T164019_T15QWB
-0.7342218552618864,30.307137,20230830T162839_20230830T164019_T15QWB
-0.5663071750575142,26.121948,20230830T162839_20230830T164019_T15QWB
-0.5970544947796257,26.04001,20230830T162839_20230830T164019_T15QWB
-0.5922330136591117,27.030613,20230830T162839_20230830T164019_T15QWB
-0.7209856971616364,31.62024,20230830T162839_20230830T164019_T15QWB
-0.7828054331925661,33.893867,20230830T162839_20230830T164019_T15QWB
-0.680087058288235,32.934692,20230830T162839_20230830T164019_T15QWB
-0.6822966482956377,29.282173,20230830T162839_20230830T164019_T15QWB
-0.7525773051971536,31.671305,20230830T162839_20230830T164019_T15QWB
-0.7602876561164374,34.004074,20230830T162839_20230830T164019_T15QWB
-0.7426099453486219,29.930342,20230830T162839_20230830T164019_T15QWB
-0.22887174611428993,34.20047,20230830T162839_20230830T164019_T15QWB
-0.7135155757036342,30.224398,20230830T162839_20230830T164019_T15QWB
-0.7679425756300776,34.710365,20230830T162839_20230830T164019_T15QWB
-0.7006701486619682,30.38885,20230830T162839_20230830T164019_T15QWB
-0.7621359187089211,33.374287,20230830T162839_20230830T164019_T15QWB
-0.6782522269753892,29.177256,20230830T162839_20230830T164019_T15QWB
-0.711870907911906,30.91792,20230830T162839_20230830T164019_T15QWB
-0.6730838990187956,31.221043,20230830T162839_20230830T164019_T15QWB
-0.7072135772290679,28.965178,20230830T162839_20230830T164019_T15QWB
-0.7455982659931562,29.930342,20230830T162839_20230830T164019_T15QWB
-0.5989815516501384,27.564602,20230830T162839_20230830T164019_T15QWB
-0.3120811350847259,34.506607,20230830T162839_20230830T164019_T15QWB
-0.7330882256566205,29.913477,20230830T162839_20230830T164019_T15QWB
-0.7052023262000522,29.907074,20230830T162839_20230830T164019_T15QWB
-0.5958924910923398,26.452076,20230830T162839_20230830T164019_T15QWB
-0.6612561690342141,28.962944,20230830T162839_20230830T164019_T15QWB
-0.7720588283129132,32.956528,20230830T162839_20230830T164019_T15QWB
-0.6976411642717231,34.091026,20230830T162839_20230830T164019_T15QWB
-0.5813511198271636,26.80577,20230830T162839_20230830T164019_T15QWB
-0.5854610949013236,25.709303,20230830T162839_20230830T164019_T15QWB
-0.711890245963816,31.546804,20230830T162839_20230830T164019_T15QWB
-0.7193251530784737,31.519674,20230830T162839_20230830T164019_T15QWB
-0.7418604736286378,31.8468,20230830T162839_20230830T164019_T15QWB
-0.5741205859280305,26.411476,20230830T162839_20230830T164019_T15QWB
-0.7317365415859948,33.144794,20230830T162839_20230830T164019_T15QWB
-0.5860198637560599,26.04001,20230830T162839_20230830T164019_T15QWB
-0.7338629731715105,29.916916,20230830T162839_20230830T164019_T15QWB
-0.5886889593093931,26.32823,20230830T162839_20230830T164019_T15QWB
-0.7081850508645767,30.310953,20230830T162839_20230830T164019_T15QWB
-0.6013660030549232,26.761011,20230830T162839_20230830T164019_T15QWB
-0.5866900009456757,28.404444,20230830T162839_20230830T164019_T15QWB
-0.7372912779172573,34.404606,20230830T162839_20230830T164019_T15QWB
-0.6676860266068514,28.437157,20230830T162839_20230830T164019_T15QWB
-0.7049180314520146,31.74642,20230830T162839_20230830T164019_T15QWB
-0.7342497163439997,33.87972,20230830T162839_20230830T164019_T15QWB
-0.6435432289926027,29.697617,20230830T162839_20230830T164019_T15QWB
-0.6278337461796054,27.378468,20230830T162839_20230830T164019_T15QWB
-0.5636047587770417,25.692932,20230830T162839_20230830T164019_T15QWB
-0.6915995474951152,30.119873,20230830T162839_20230830T164019_T15QWB
-0.5788831219265183,25.998493,20230830T162839_20230830T164019_T15QWB
-0.7499999971466833,33.144794,20230830T162839_20230830T164019_T15QWB
-0.7541729857750583,33.36108,20230830T162839_20230830T164019_T15QWB
-0.6001206293046673,26.19379,20230830T162839_20230830T164019_T15QWB
-0.7753357744749322,33.586857,20230830T162839_20230830T164019_T15QWB
