structure_id,lon,lat,country
x308,105.2464609439607,5.0056192099267145,
x309,105.2482436173353,4.998410324585714,
x310,105.25818622647118,5.284989098576814,
x311,105.28900549201992,5.011533997337387,
x312,105.30383404393991,6.11900598227401,
x313,105.37901448776935,5.469627095925515,
x314,105.38011996448232,5.447866348318265,
x315,105.42967433477216,5.471691659736818,
x316,105.48979193520886,5.329285808300284,
x317,105.59515374261524,5.233409361232035,
x318,105.6718934979889,5.519699322443272,
x319,106.00254759980336,4.903849900565639,
x320,106.0434694987453,4.994378724901386,
x321,106.09574090378734,4.956861476250047,
x322,106.22692829096052,4.1643844868764734,
x323,106.32610971503507,4.328360313182834,
x324,106.46242890222533,4.047668815914823,
x325,106.47915498139702,4.068055830051595,
x326,106.7129304293678,4.456733313872442,
